album_id,name,lastfm_playcount,lastfm_listeners,lastfm,artist_id
309,Red River Blue,849872,95942,bdadbb9c-bc6b-449b-99b1-849407a62019,89
310,Undefeated,40435,11122,d518fbc1-5c88-4068-8ff6-1775fe0206db,91
311,Mylo Xyloto,29580625,857896,e517d946-2933-4176-b57a-9cca2beada94,151
312,This Ole Boy,136296,32388,5b4a410f-8891-4be1-bdec-cee30e393e24,267
313,Well Done 2,191612,12319,1aa2fbaf-ab03-41e4-ab01-521670f0bb52,689
314,100x Liefde 2014,242,46,27d10ee1-3047-4b25-9ad5-dec2d4a1945a,343
315,Shake It Out,3889,624,8f6c9e29-c084-4196-933a-d31901910921,408
316,Scary Monsters and Nice Sprites,7194273,335244,6cd476e9-4d44-410e-a44f-45b420d5b548,698
317,Who You Are,8741855,621213,0fdf6ffb-0c06-440d-bbe6-860ae0503f7d,102
318,It's Not Right But It's Okay,1825,194,03cf7754-fa7c-4c13-9085-0b46aedb1d42,408
319,Somebody That I Used To Know,8871,1475,51b27572-2ac2-4fbd-bc6e-935610be6107,408
320,Making Mirrors,16335865,803825,3387ca3e-f676-4829-a391-f7744230243c,705
321,A Thousand Years,189094,29178,0e32a277-a975-4b9d-aec0-01cf922e9e63,242
322,It Will Rain,624088,124763,76228ca1-0a4a-4a75-859c-4c12c6cfcb6a,296
323,Inevitable,80140,15052,6ca47049-25e5-4e99-9508-756dea1d7dbc,186
324,Rebels On The Run,49954,7619,2edc3ca4-99a4-4993-9ea6-40ce2134e34c,710
325,Hungry Like the Wolf / Rio,1258,163,55c91deb-31fb-4cc1-82d4-a72e9fa11945,408
326,Get Closer,552718,39651,4be06f81-273c-4198-9f83-23e39069fca6,75
327,Sweeter,1856484,192026,0903c1ba-7643-47ad-8c0e-00b5c5eab3fe,402
328,Tonight Is The Night,0,1,295adaf2-7767-489d-9bde-1b065ae317af,712
329,Amaryllis,2315026,75807,b4bb8b8f-2d9b-4bf1-b0ea-0baced12a31b,714
330,She Doesn't Mind,569530,107260,061731a9-1f19-4dab-b480-acc7aa48078f,717
331,Nu Music Traxx #322,358,98,4807382f-de45-4d5d-934e-78fa23c7a58e,227
332,Hemingway's Whiskey,484256,67978,c94f6a45-d3e0-426a-862f-c4d39224c476,57
333,Ceremonials,19352561,587723,addc312e-3c20-400e-bbd4-69946bb82a2b,727
334,Hell Is What You Make It,2632850,134214,f4fd86f6-ad5d-408d-a09c-67b8da6d7441,728
335,Torches,29399976,1110178,76e85923-4717-480e-ad0d-5d7ee4f361d9,729
336,When the Sun Goes Down,5128511,234831,3ff1f8f9-b1b6-46c3-9714-ee00f7fb2aca,730
337,Return of Simba,10906,3377,c01cb1d6-8f90-4893-933f-99755c87f019,71
338,Clear As Day,264186,33680,a4a205f1-ac90-48bf-913b-8e38200ff6c2,126
339,Young the Giant,7483577,476663,358818df-ed4e-43b9-8f34-dcd513934d50,732
340,#BitchImTheShit,0,1,e1da5fc5-79de-46ff-89a7-10791e2d70da,689
341,The Greatest Hits,1357241,326912,de8a4f16-51e7-4fab-8e86-e9217de14033,735
342,Fly / I Believe I Can Fly,2379,205,a520ec12-f9e2-4531-9740-a20c9210265d,408
343,Cough Syrup,7891,745,c9d15ca6-acb1-485f-9d88-e1c80b55d270,408
344,What Doesn't Kill You (Stronger),3295,304,df873cab-052d-4eef-acab-4482b4f6e30d,408
345,Here's To Us,2565,185,7f15b953-a545-406f-912e-dfde6f59d5cf,408
346,Glad You Came,3617,303,7536b4fd-fac8-45f4-88b8-c3cc6a5d2901,408
347,Whitney Houston,947695,199155,138015e6-bea7-4524-b3d4-c85a2c9e58bf,735
348,Doo-Wops & Hooligans,10415972,695087,33030768-eed0-404a-bd5e-af6950546211,296
349,Scars & Stories,1904647,136983,ac493286-8f03-458c-b8c3-63df8bbb88e0,316
350,I Will Always Love You,1600,193,45ca1775-2680-4ef6-a288-3bb50f4b6f6c,408
351,Stereo Hearts,9500,736,82ef9946-b673-42b4-82cd-e82fe5770f6b,408
352,All of You,0,0,098d397a-6528-4a84-b282-14d19c02e647,94
353,Human Nature,1361,152,3b0adb5f-a8c1-481d-94af-9507ab21ec57,408
354,Black Or White,3092,234,71bb9404-e05c-4be3-8f13-f414171a0a39,408
355,Wanna Be Startin' Somethin',1778,112,023f59f6-3a69-4b6f-9111-b74c9a97cfb7,408
356,Outlaws Like Me,389269,58201,b26b8cc6-b0a1-4f37-a0fc-a4212beef9c8,231
357,This Is Country Music,749783,84936,ec4902fb-6864-4a5b-b159-b56d1e65d21f,52
358,We Found Love,7711,694,58497c41-1a1c-4a5b-ad00-1007708daf61,408
359,Moves Like Jagger / Jumpin' Jack Flash,1191,119,2e6cf36d-4299-4e88-a5c8-95c34f9b59f3,408
360,The First Time Ever I Saw Your Face,1199,140,8ab4492b-37bf-4fa8-a8c2-29b98a4e4ac5,408
361,Amen,30944,14224,85003784-3853-40d7-ba74-9b8470d8f3d9,759
362,Glee: The Music Presents Glease,314397,14297,5f6877e6-7a1f-4597-8c4d-b4b8e718a147,408
363,A Different Kind Of Truth,770434,46423,cac67213-68f5-4c74-9d45-6b694a1e9dfa,760
364,Fallen Empires,3033185,92882,a9ebfee8-d9a6-446c-9eb9-da5b77e6f26e,761
365,Born to Die,0,0,00309c41-3bd8-44f6-93e6-a04e2766a6b8,243
366,Blue Slide Park,3059211,175666,58dbc2a3-d37f-464a-8144-2d54cb738424,702
367,Goodbye Lullaby,10554699,320000,c223769c-8797-4f9a-9176-75b94851edf8,282
368,Here And Now,0,0,acbeee6a-ba88-4914-85de-683cdc286f79,762
369,Set You Free,79257,19389,e02e4ad8-ea94-40ed-9639-ee78b3053231,765
370,Under the Mistletoe,0,1,ec9abb2a-061c-4f3f-b1a4-b833a49880c4,343
371,Best Day Ever,2742574,78346,af008090-8bc8-4201-bb01-384a83d262f2,702
372,More Monsters And Sprites,1338053,74540,28de27d3-016a-4675-8f84-9f4199ef7f8f,698
373,Science & Faith,4687705,401939,18e4ebe7-8117-4013-9e1d-6c4bfd9e04c4,144
374,K.I.D.S.,1370491,50344,c851b848-f9a1-482e-b9bd-41abbc40b281,702
375,Baggage Claim,60975,24021,f500c435-cd01-425d-8cce-ab5a4eb481bc,239
376,We Are Young,15439,2188,2cee4d02-5b01-438e-9d33-f02fa5d13e1e,408
377,Do They Know It's Christmas?,155,27,97826d04-a93d-4d57-aa52-e1a878c03cbc,408
378,Survivor / I Will Survive,5295,365,c109a7a7-3fd2-4041-ab9c-30adafec68d0,408
379,Red Solo Cup,426,73,5f89f9a1-ee8a-41d0-895d-7efe588c85ab,408
380,Girls Just Want To Have Fun,1167,103,63cb778e-ce60-4253-bb60-7dfe353a3d9c,408
381,I Kissed A Girl,24021,989,0a9aeb19-41b3-4084-a42e-4d3ffeb942b7,408
382,Rumour Has It / Someone Like You,11563,1896,19382cef-c433-4f87-af71-60655da4ae8c,408
383,I'm the Only One,387,79,9cb28b4f-c287-4712-b436-d9fa1c350ba8,408
384,Constant Craving,1163,122,2524be1b-75c4-448e-9bad-7b152d37b575,408
385,Take Care,11723017,459898,572bec72-2d3f-4b3e-bf64-580a956a4310,123
386,Waking Up,10629345,762469,766bd849-50a2-44b4-89a7-64595f940941,29
387,Judge Jerrod & The Hung Jury,529162,118638,d7aae96e-dfb5-4928-ae29-5fc204965705,263
388,Loud,0,0,25823231-3fba-48fe-97af-76edb3177b75,371
389,"Charleston, SC 1966",0,0,e3729df3-71ff-465a-8dfd-8fea203eedbf,72
390,I Can't Go For That / You Make My Dreams,1096,85,4937ef67-e1dd-414a-a5d5-4b14572889d9,408
391,Femme Fatale,0,0,f1c8ae2f-ee9f-4682-b6d9-ff5178fa8521,349
392,Hit Me With Your Best Shot / One Way or Another,0,1,ddd76c1b-880a-4288-9ba1-e634f86f5cb9,408
393,Uptown Girl,3909,400,4621c645-73e7-4f8f-b083-9c30e157806a,408
394,Ronnie Dunn,178978,43543,18be3a6c-ffca-4d9b-8a63-6689f815aefe,789
395,Here For A Good Time,182183,39930,861fa4ae-1b3d-4c67-a38a-4f729c231c47,227
396,Whatever,1316382,98957,362900b0-e046-4c34-beb1-eb2ecd3bff64,792
397,Take A Back Road,296205,52219,6712fb40-ea50-437b-97c8-17dbe18a5072,793
398,Last Friday Night,2909,573,2469b66c-4176-40c4-bc10-a0cbd7f6853e,408
399,Born This Way,37175501,588089,1891ea6a-a2da-312c-89e7-a4bdd3cb7a73,298
400,Finally Famous,1555434,200065,27afaf4f-6c37-421a-9cd3-41d9e29957d6,553
401,All I Want Is You,1830411,230079,e187359c-f47b-4dd8-9172-565be0893c10,443
402,Proud To Be Here,76676,21456,4300783a-2dcb-4472-b04b-a915fa6e6715,806
403,Calling All the Monsters,22290,6651,7267c90a-1dea-4cbe-9cc3-fa05141b0659,807
404,Evanescence,5434275,135344,ca7aae58-1aa0-4736-adae-75d1ba0257e3,809
405,Fix You,2694,483,631433b5-f04e-40b3-9ccc-e61cb92b30ea,408
406,Run The World (Girls),0,1,d2f9971f-04a6-45e8-9096-c3ce4e728f02,408
407,Love Don't Run,32299,11132,f7176864-406a-4ac5-a67c-f27768588059,815
408,Rolling Papers,5805618,347860,c1d2f621-c5c1-4bc6-acf9-440192654421,197
409,Gucci Gucci,342974,95938,65ba2f38-3e3c-4f8f-abc2-45d721c31b3b,817
410,Wasting Light,16021636,615574,1a875005-f7eb-49ae-a20f-c66b5cc547a7,818
411,It's Not Unusual,3809,410,a367f039-e07f-4676-ab10-906f2535839d,408
412,You Can't Stop The Beat,2600,281,60274e59-1bc7-4cf1-8b20-a431b4fdbb4c,408
413,We Got the Beat,3201,270,67d9a907-aa92-491e-b62c-c73fe631b5c4,408
414,Enjoy Yourself,511060,115091,b09d0474-a3bb-4a22-8e27-f17255b712a4,198
415,Let Them Talk,2890408,81245,419220a5-5c9b-4cfa-94d3-a71e876cf4ba,824
416,Duets II,645612,79953,6045fbc8-ffc5-459f-a15c-a5f56e4c9e79,827
417,Hell On Heels,462106,50817,5f2e6965-193b-4773-b127-9f54f5215081,829
418,"Save Me, San Francisco",3003351,409852,67d1794c-3f63-4ecc-8726-b24be214a3dc,177
419,F.A.M.E.,2351547,168662,d6a405be-c6cb-39ed-85c5-2df9884acaba,185
420,Hands All Over,0,0,01b7cf0f-85f7-4b46-baed-1387161b9a9b,9
421,Lasers,4092994,226449,b1fe7b90-696d-4935-b878-0634d19dc14f,651
422,American Capitalist,3691864,133784,62bca70c-e323-443e-8c99-e25942b66461,851
423,Young Love,2006471,139697,134d9dae-6935-46e3-b8fa-e057f9ca543b,852
424,Hello Fear,177927,17974,7fe7e15d-6f84-4929-a7bc-3f1f3029ea56,857
425,I'm On One,54738,2115,c8112b05-3a9d-437e-818d-b940dd1d0b0a,123
426,"Blood, Sweat & Tears",17488,2664,24047671-2d4c-4622-80fa-5fc7316aca1e,862
427,Cannibal,6696384,466239,f558412d-261d-3d14-8005-6a2175ea109e,535
428,Teenage Dream,0,0,2356f510-d5ae-4cac-aa15-3d2db95b684c,133
429,The Band Perry,1669823,187401,2be90de4-791d-4799-b70e-0f0891fd4871,228
430,Holding Onto Strings Better Left to Fray,879810,77327,9c704f1d-f239-4558-a0a7-f6f63a5cecc4,865
431,A Thousand Suns,16538967,356757,5f5aaf10-36a4-3dfc-a7c1-c2d5c2286647,628
432,Haywire,481495,129620,402d0a4a-a79f-4d0f-aa29-5160f9f7020e,634
433,Stitch By Stitch,2937,359,8873ecbf-1fea-4391-82a9-802cd2eb60f5,866
434,Meet the Orphans,564350,97091,4ab3f2c2-1ed3-419a-9eca-9af1f756f806,867
435,Inventing Shadows,3953,729,90420174-27f7-4f89-8702-13dbc93c3e18,868
436,Revolution,1700058,232051,875fafae-b1db-47c2-97e5-74d3783a02a6,239
437,The Bling Ring: Original Motion Picture Soundtrack,6312,469,0a939f24-e439-4ad1-ad4f-e4e511212795,359
438,Today Is Your Day,19713,3353,660ba274-eb83-48c1-a1ef-fbff0ec53a12,886
439,Fastlife,580495,40880,6becaafe-4789-4d1a-b5d1-b95752c9d3e9,889
440,Monster,486475,67764,3d672555-7635-4c5d-bfcd-3bad49d0f5b9,210
441,Nothing Like This,348903,44110,5b5a1a1b-a630-42dc-b8b2-d879bc2295e2,251
442,Bullets In The Gun,79598,15690,538afa9b-0eb8-45c0-bde6-3d50dbae3d5b,655
443,Eleven,95680,11073,2ce2ea01-22ca-4846-986b-b168c8985fe1,740
444,Wildflower,203877,24634,3f763ed9-874d-45ac-929a-3375a9544eb6,891
445,Cat Daddy,32363,14255,911f7881-ca28-4a2d-b5f3-9110449b882d,893
446,Danger Days: The True Lives of the Fabulous Killjoys,10941519,250012,e94fd4fd-8790-32e1-926f-752de1b0027b,894
447,(It) Feels So Good,22610,6289,c101d57e-404a-4935-8539-5272fbfee22b,895
448,"Glee: The Music, The Complete Season Two",702368,7609,6d1a0622-5662-4247-a07b-f3a434730109,408
449,BTR,1174093,77140,e2768b9c-2228-39e5-a301-7aa9da5f1442,901
450,Where Country Grows,43327,9773,38007dc9-5b9c-48d4-9fd2-076736508271,902
451,Club Going Crazy,44667,24889,5d2f9940-7af6-4eed-b0a1-587a8ba2c749,903
452,"Passion, Pain & Pleasure",0,1,6bc5fce5-2fbf-4ba1-818d-bc3996110dde,186
453,I Am Woman,23156,7202,ad0e505c-efcc-447b-b29e-abfc2c36a161,906
454,Hell: The Sequel,1325740,135257,982cdadf-381a-4aaf-b117-ab685c67215f,907
455,Not Ready To Die,77845,11378,83df4001-e582-456e-9aaa-df326b604d42,444
456,Greatest Hits... So Far!!!,1509486,55493,4fb7c97c-c558-3bef-a7d9-6b0366d7441b,533
457,Are You Gonna Kiss Me Or Not,233755,104887,cbcfd4cd-9edd-4efb-886e-4fc0cced9142,297
458,Craig Campbell,152170,36714,6232be8c-5425-4127-afc1-708be4b81847,233
459,No Boys Allowed,1396233,191617,1291afbf-25ea-4b07-8dab-7720694abadd,919
460,I Remember Me,731096,74677,f8eff94e-69e9-4eed-a4ff-f155340fe388,929
461,The Incredible Machine,466333,53827,e3547b9d-8c8d-423f-a586-191e2fe698c8,930
462,Georgia Clay,98921,19425,42d841f6-aa8f-438b-be75-293494afcd87,931
463,Need You Now,4324025,424901,77ed9b0e-7ef8-42fe-b861-9b8d1a7c4c08,170
464,"Bravo Black Hits, Volume 24",170,64,a71d8760-b8f7-4356-a85f-f8202442e5f3,938
465,Loaded: The Best of Blake Shelton,315019,47833,9f7f4d9a-0f07-4374-99a3-0a5b37d94d13,89
466,Number One Hits,667737,61628,9aa9a216-0653-4629-b450-4ea9eb6a8ba9,43
467,The Man I Want To Be,0,1,9895bdb8-c953-4fe7-9002-061890ef2fa1,66
468,High Maintenance,187404,19717,3cf25b09-6a6c-45d9-9721-022b6bcb4a2e,942
469,Doin' My Thing,1157077,233459,0726a142-ea27-4610-a660-ed1b915502c1,46
470,What Are Words,274646,37006,cf9e4985-4e91-4888-b851-5f9691b59931,948
471,The JaneDear Girls,48493,5864,a57ab750-2934-472a-9748-e1d4021f5ac3,952
472,"Promo Only: Country Radio, September 2010",52,28,03a54bed-76b8-4b91-8fb8-9185243ebaa7,193
473,King Of Hearts,457968,87157,2a564035-1080-423f-b003-759860f1dd78,955
474,My World 2.0,4139782,276976,119c3af8-f649-491d-a219-ea8df4485106,343
475,Sigh No More,0,0,42266b93-d1ab-4b94-b155-b2e2c4f241d7,462
476,Do The John Wall,47947,18543,bf388277-8de4-4d73-ba21-8cce9398f913,959
477,Wonders of the Younger,1051426,86900,fe57c8ec-79ee-4b1b-b2ad-446643003565,964
478,31 Minutes to Takeoff,2567462,297363,689f26cd-b624-4bd2-a1bf-fd327f65f07b,966
479,Time of My Life,1750393,80017,1515148d-f750-4d0e-be35-ffaf2abc30a3,967
480,Endgame,10163044,273900,b71a0f31-c12f-4548-a9f6-740f737abad1,974
481,Play On,2862080,271969,0b7b7553-1492-49f4-b8bc-3fb482fe4ab2,36
482,Some Kind of Trouble,2532515,107771,9b1c0003-7de6-4620-ab57-cf6cd03bb269,977
483,Brothers,0,1,710a1e4f-7207-4b06-82e1-96f926c9076f,265
484,Country Strong: More Music from the Motion Picture,438,27,51a71c26-c098-4fd9-8cf1-f51638b5fd20,978
485,Twang,147848,20032,7ecb520a-f550-4e7b-9af2-aa809d9fc9cf,227
486,Stuck Like Glue,195877,88636,33df508c-d3d1-4103-857d-4d146d1efe8d,930
487,American Saturday Night,0,0,bb538d21-67b6-4766-b935-7286e4d3990b,52
488,"I'm Alive, I'm Dreaming",525936,38097,2f56f8a8-1f58-4c0d-a264-2dcbad36b648,988
489,A Year Without Rain,1942611,156988,1fdbc73f-ad25-4a05-a9a6-6fd292b5d3ad,730
490,The Preview,1385957,208779,7d199f84-894f-34a3-a4a5-374ca72d697d,993
491,Hit It Again,9264,1204,38e9c050-9a73-4554-a984-c20e41282a7a,765
492,Christmas Lights,637619,143602,60186f6c-bc07-482c-bebb-546f0f8db711,151
493,Love Letter,436888,48418,899ff44d-43e8-4d8c-a0ae-09447fccfd65,998
494,Leave This Town,0,0,a7d59a07-0b66-4b4c-adeb-57dbc879da3a,312
495,Merry Christmas II You,928909,62351,9eff1022-11af-4f95-9ac4-52218e23cf95,110
496,Strip Me,823029,75795,d18e9f2c-5245-47d7-a335-356a2257bb67,1002
497,Animal,0,0,19e222f2-e35e-43ab-97ed-6218521acc7b,535
498,Kaleidoscope Heart,4364299,250471,16ed9dc4-5341-4161-a96a-647289f62af3,246
499,Cowboy's Back In Town,89104,19367,629081b2-6dfd-4f24-bad1-f366a4308dad,806
500,Man on the Moon II: The Legend of Mr. Rager,7426507,404278,647e1244-c36b-412d-a596-d9de88aa13d0,588
501,It's America,1369527,309546,17313ca7-d200-4f04-993a-eaec731083b0,793
502,For Your Entertainment,10168706,387904,699e12ae-4067-4c4d-a6a8-49f973d0b8fe,772
503,Streets of Gold,0,0,7fd0a0bf-6571-4a87-ad32-a83dbb752dc6,765
504,Still Standing,661268,134184,67df914c-3a17-4db0-b588-b810a6552099,1013
505,Come Around Sundown,16126510,627932,6f89d1f8-722a-425d-8747-848bb1506267,1015
506,Recovery,23640696,1282071,262dc55e-d4fe-487f-bc31-50c040c098d9,315
507,Way Out Here,0,1,75674ceb-6a6e-479d-a1f7-ffbba8d7c0f3,1020
508,Pink Friday,10633498,550638,06c769e1-f3e5-4eac-b1a4-0bea2ede714b,92
509,Brand New Eyes,34337526,723058,186977c2-73ae-4cfd-a59d-2380b3c6d6e6,210
510,On Your Side,3071107,83899,24868a41-12af-4a5c-a0a3-2d4d954feb63,1027
511,The Nino Brown Mixtape,0,1,1bef569e-c09f-41d3-b104-425221053461,769
512,Thank Me Later,8528876,395031,25d11ed5-dc55-4e74-b84e-fb9b7a82e855,123
513,The Script,11817588,792456,abcc7f49-be58-47e8-ba59-ea16d0b5d4f1,144
514,Back To Me,394146,70504,7e889023-de9f-44b3-9c1a-2c12214a80a2,1033
515,Love Like Crazy,695711,178079,0b041e25-e0e9-480d-8f65-b7ac56ecf3d4,62
516,Hold You,185385,32368,86961762-f0ae-4710-9dc3-6b0ce2e4b416,1036
517,That's Why,256437,84466,b3a1505b-0121-49ba-b2da-d1979c886469,267
518,La Roux,17616586,659168,f8a7456c-bfba-46a4-ad2b-943065e32596,1042
519,The Fame Monster,35580786,1266440,d77f24b0-0631-4e20-9279-90b66ffa108e,298
520,Sparks Fly,981295,122604,efad6736-9c05-4444-9cb5-48198bf3dd03,942
521,Cradlesong,1133990,80513,2e31f7ac-f636-4d29-b9ec-e4e9a093e300,1048
522,The Element of Freedom,6966615,534519,0a59a633-e99b-4fc0-b257-cc85d7f5d111,1049
523,Telephantasm,567816,83492,0653ea23-f0e6-4708-b090-d9afcb4ed7c2,1050
524,Dark Horse,12391841,526150,0c6643ad-d4d2-33b6-bf59-48dd884f29e3,762
525,Breakthrough,3036085,297709,f71a8ef0-7cf6-4737-a6de-1f405a7b795a,94
526,Wide Open,1236623,228059,8953f25b-6c3e-413e-b286-a66a58c468ca,63
527,Nightmare,13351316,294914,85cb4213-ffc2-38b1-a256-bd6e5ce2e0af,444
528,She Won't Be Lonely Long,85671,20031,773c5046-72c8-4f33-baf4-df2b8d1934a1,1060
529,"Alternative Times, Volume 114",117,56,6c1a40b3-ae40-4212-828b-048fa6d556b9,714
530,Can't Be Tamed,7052718,302797,16ef6972-d4fc-42d9-95b9-6b404584e3c0,291
531,Hannah Montana Forever,1158,111,1f01500c-57f4-422f-89f9-41a807fca389,1062
532,Now That’s What I Call Music! 76,1043,74,5bbe21f6-3309-4e5c-b375-53365d98c3d6,1063
533,Old Things New,184937,67300,970985c7-1ce8-4dd2-ade7-c7e1ea500a10,193
534,Ready,2172875,134201,efdf890b-838c-43f7-b402-8ebbad5fece8,186
535,"Promo Only: Country Radio, March 2010",116,44,c791a185-8440-4ee9-a632-fc5562081652,740
536,No Mercy,1812322,123499,7c638e26-f472-4f5a-9ebf-892800f98c1a,658
537,Asylum,5485516,143499,2b05681b-e52a-4cf5-8919-40fff7c7e001,1078
538,Replay,0,1,103deeb2-48bf-403b-b88a-9b4a1dfeb825,877
539,Another Round,173267,19268,c8d87fff-43cb-46fc-aaeb-4cc4f5689422,1079
540,Glee: The Music: Journey To Regionals,6416,657,a0d9e504-8143-3808-9575-383b9a3914f1,408
541,"Glee: The Music, Volume 1",3177019,233031,240b6931-2fa3-40e8-bdf4-e3be0a630b9d,408
542,Bionic,0,0,88e54987-de4b-3101-943a-238016016134,609
543,Glee: The Music: Best Of Season One,2750,579,73f4f206-fb28-4d22-a20e-ca9190c37958,408
544,Steel Magnolia,147824,34333,412546f3-153c-4c1c-a1a0-917814dac915,1081
545,To The Sea,4012908,236286,67244595-b9b2-311a-af75-8cd542f8fc36,491
546,"Glee: The Music, The Complete Season One",2081434,29452,bf46850e-5e7e-4d63-ab83-90ad6a8124c4,408
547,Unstoppable,779799,103195,8e505839-ae9b-4a12-917c-451a983f0209,251
548,We Are Young Money,1785378,323795,0d6886d2-fc6b-4ca4-b21a-6c9ea1d46dc0,1087
549,Keep On,591359,115969,28c4de05-f569-4be5-926a-b00dec2b147d,1091
550,Greatest Hits II,644481,62235,04522192-a569-39ba-92e0-d465ddc9d467,57
551,The Foundation,1777507,136394,31e997e7-1b43-4245-b455-de9d3ca2545e,332
552,The Blow Up,145739,5045,a761d91c-831b-40f4-96b7-f17126efbf91,71
553,Neutron Star Collision (Love Is Forever),178221,16328,6e0b8985-ab0a-401d-af61-fefa738b950a,531
554,Today Was a Fairytale,132622,36153,337f2961-bdd0-4ffe-a57b-2bcf15dbfdf1,2
555,Justin Moore,1282548,231338,c8b7e81c-cf6c-4cf5-bfed-71cece74d463,231
556,Kiss & Tell,4735603,561274,21c0fc9f-54dc-4396-a6ff-7dd8bf9238fb,730
557,She Wolf,7589157,537384,8db8c3ba-1ff8-4676-acf4-0590b7a28901,204
558,BLACKsummers'night,1113299,135309,e5262a5c-9b26-45bd-a1b2-5cd89d671a58,1104
559,All I Ever Wanted,8284073,522469,10dd4280-fe6c-33bd-8f19-0c40f305c774,365
560,The Time of Our Lives,4111613,514675,fe9e94fb-6a42-49f7-9237-a5d4a9d8125f,291
561,Scars & Souvenirs,0,1,9ffd5409-5d09-467f-b507-df04cf4dfb8b,1109
562,Give Me A Sign (Forever And Ever),22,12,42b54f1e-14a2-4e2b-b64b-61c217a80564,1110
563,Defying Gravity,954943,143104,7fd41502-175c-463f-8463-05c3a3e14f5d,75
564,Believe,932283,54387,b433ded0-cff7-46c8-97c8-32cc67f2d843,1116
565,Smoke & Mirrors,2527987,222465,3cb4d372-4a34-4a65-88d4-a90b44adb2c5,1117
566,The State vs. Radric Davis,748131,62557,2bbdd4f7-ae10-47c6-87c4-5ce0ca1eafae,1120
567,Sex Therapy: The Experience,878855,105210,f52448a9-3d91-4c81-a5d2-d76822940c9c,237
568,Backspacer,8828312,395344,d44310ab-3b0e-3622-868f-03cb198da732,407
569,Little Bit Of Everything,885733,241026,534e9083-38f1-4757-bb37-5fea976c8c19,198
570,B.o.B Presents: The Adventures of Bobby Ray,3678527,255033,1f86b8aa-db60-4e4e-9aa3-fa74597b2f7d,676
571,Light,0,1,33620140-e22f-4fe7-8215-481b995c92da,1136
572,The Bridge,1178908,126597,270fcff1-5b07-492a-9e97-437ba6499cf4,715
573,Soldier of Love,3121667,205332,06697697-6019-31eb-b5a0-f7bc3c861bbe,1139
574,"Nu Rock Traxx, Volume 408: CAN",291,119,9ef0f8e7-37b3-4f99-a1f5-014e226449fe,1143
575,Wolfgang Amadeus Phoenix,0,0,ae07b909-9d14-49e8-b24c-0cd57a424563,1144
576,The Sound of Madness,7598698,278308,ad220cf2-f191-486e-b2bf-07194a5f6934,714
577,Learn To Live,0,0,5841ae1a-0b58-4e4a-b14d-11c409b36d55,72
578,Boston's Boy,998426,220823,172eda82-5ed2-489f-9571-9003479c6982,1146
579,Ocean Eyes,18809651,734494,929090e7-d6dd-4b21-9614-01340e98507a,1140
580,My Best Days,88525,9657,0e6a33b2-1adb-4e45-a25c-57ee1f631302,1150
581,Only by the Night,53546565,1799792,99238457-9a6e-4950-aece-fd76c97a0862,1015
582,The Fame,44912896,1655539,785d7c67-a920-4cee-a871-8cd9896eb8aa,298
583,Pants on the Ground,1659,541,2c8ff312-a1ed-4ffc-a58d-6dc562ab444c,1154
584,Small Town Girl,980852,200290,b75d84c9-0c2a-4f3e-80e3-8c385efd63c0,1157
585,The Singles Collection,0,0,07a1dbe6-c405-4708-a541-f3def00ae1c6,349
586,Southern Voice,1479148,305804,d1bd5b2f-5194-4699-829d-f85233dce530,43
587,Feel That Fire,380242,48276,f6d9bc21-1aa8-40b0-812d-247a35e18ebd,176
588,Who I Am,761202,84883,1ea58257-9d81-45d2-ac31-347be65a2e4f,1170
589,Major Tom,0,1,ed50ad78-93b1-492f-ace8-e9b2e8d5b203,1172
590,Hope for Haiti Now,16272,2044,e2792526-11e7-4ae9-a133-3a1aca7976c5,1173
591,My World,3168371,297173,f935c547-74b4-40d9-82e2-e385c7855657,343
592,Startin' With Me,40,6,3ce32608-03ef-44b5-b1e5-029af513c6e3,85
593,Growing Up Is Getting Old,202940,66675,d7423454-8eae-4d51-b634-9dece0a52cd8,1177
594,The Resistance,37969970,983736,8b81525b-7fd8-4cd8-b9cf-c4eb0040804d,531
595,Life Starts Now,12471460,569286,a10305d0-e335-4205-b4dc-3cd87267118a,1178
596,Graffiti,2496723,317901,3f9c7938-bee0-4069-82e2-75cb0b3d8001,185
597,Rated R,15959998,806574,609451fd-c0df-4e21-86d6-eec231136520,371
598,Dear Agony,8220516,348196,d608c081-dfdd-405c-ac27-d4b7442ad649,1110
599,Hot Mess,3006684,118408,10051797-37e2-4bc0-b8f1-ca8f7409c472,1181
600,I'm About To Come Alive,569185,130924,9ced3ffa-29d4-4f28-9a29-3317c635511c,323
601,Årsbeste 2009,1411,556,acdeade8-8a89-4923-a567-94383172ab58,1104
602,"Promo Only: Country Radio, April 2009",70,24,696f71ea-ef11-47b2-aafb-2dda1c1e33ac,66
603,Raditude,1772454,140599,3d6afe78-519e-4479-af7a-12c444d9323d,1188
604,Relapse: Refill,1845065,172017,44a066ab-5c2c-45aa-b3df-cb479668946b,315
605,Echo,4287463,336076,576b858c-a9c5-4dd3-bbc4-a0c0b83089b8,1199
606,Jeremih,1020323,199580,f02d7d16-3652-4d05-9203-3a2da97c5ef8,1200
607,Greatest Hits,14063347,587649,98a8d6a9-4bf1-47dd-8218-53b9bff99f1e,818
608,Kings and Queens,175829,40227,0a35ec00-f308-4b77-b56b-e4c192ca54c4,1201
609,Memoirs of an Imperfect Angel,4660468,282855,1fbcf3be-580c-4631-a5cc-94883378a89d,110
