album_id,name,lastfm_playcount,lastfm_listeners,lastfm,artist_id
610,MTV Unplugged,48425,12611,e0221650-8464-4c34-bbc6-d15715682da5,186
611,I Dreamed A Dream,1034201,106515,5e5f9480-5a26-3136-b66f-b63569abeea2,1203
612,My Paper Heart,219633,17381,880e31b1-2e4e-4841-8ea8-864fd276f651,1208
613,The Circle,1536632,84346,34fc6b6e-15f3-4062-9fe3-b7b3062a7e03,383
614,Rebelution,2376530,352184,1a31f714-c4d6-4cb2-a926-c3238694da34,648
615,Before I Self Destruct,1051337,55295,8df67ae3-3ea3-34fd-8ed1-4a8e9a75cf5d,859
616,Love Drunk,4720827,305189,b75c655a-bd01-4251-bf9a-4acb34cfa627,1215
617,Whatever You Like,39555,3679,28bc40d1-d01e-4a10-a136-c3489efbee93,1218
618,American Ride,278135,80256,cae3b160-3af3-4807-89a6-d29f1a2b42a5,655
619,21st Century Breakdown,21288689,593111,fe39f1a3-b828-370c-9308-e96fd208d483,635
620,Tomorrow,942174,224111,c03b8cfa-18bf-4ac3-8f36-015dd2e129ad,1039
621,Cage the Elephant,8571148,569312,baa0521d-0bcd-4281-808e-c1887bfe0c1c,940
622,Good Morning,180367,83347,2cc0870c-80cc-4e4f-baf8-b1a794ccd263,1226
623,Skinny Jeanz And A Mic,103699,21573,f941a1ee-a3c5-4edc-b3e4-d91dd8a5235f,1227
624,The Fray,0,0,52711131-54dc-3d9b-9cc1-1e8cd8bfe928,316
625,So Far Gone,7226998,879757,f05567cc-6ed3-40e0-bad1-7812478eecbe,123
626,Slice,691558,85017,35d8fe07-8da1-4137-b0de-9355405b93ee,1233
627,Battlefield,1769989,175623,d852f54a-eda3-4607-807d-545e697bc879,906
628,Dorrough Music,198662,74487,fba4f837-d8d7-4322-932a-512222bd47ee,1234
629,Sounds Like Life,60192,24882,7562a525-b79d-4a6b-b7f1-c807479e6960,1235
630,Party Rock,3754336,324240,6c8af7eb-96b1-439d-b6cc-6f06cac01c47,678
631,Black Gives Way to Blue,0,0,0d498a13-59b9-455d-920c-d9e62ef8ed6c,1236
632,One of the Boys,24559673,1675791,30625a5d-5ceb-4fb6-bb8c-ba82e279acdd,133
633,Greatest Hits,692992,19628,6d5a9fcb-41fe-4bd2-a4d3-bf5fb7167709,628
634,Anything Goes,0,0,55e67f8a-5897-4987-b943-f437bd2d87d3,70
635,I Look to You,1662195,134218,6e9476ba-4624-337d-993b-eef436548857,735
636,David Cook,2677490,135702,1fdff2a1-1bdf-499a-a50c-e5d742958094,1240
637,City Of Black & White,1634670,208097,41606d7c-1d0f-4af2-ac36-239da4bb1d28,852
638,Losing Sleep,2058024,222284,58f3f2b7-80c1-4bb3-9828-b7ad99237a0e,1243
639,Love On The Inside,0,1,705ba981-d00e-4ad0-ac65-e78375b51c7e,930
640,Imperial Blaze,1111604,53968,6a9446b1-9f3e-411d-874c-c50b65cf21a9,717
641,Full Circle,2314144,131445,449e96f9-fc39-4faa-9434-24e578ad21c2,1156
642,Awake,7387727,256890,7277b02d-1ede-488a-9718-78fe8dd01dc7,1248
643,Want,11040741,454147,371be939-9b28-4682-9e1e-eeed75ed24f0,765
644,Jessie James,686736,88597,564a868a-aaff-4396-a75e-f27613dc886d,1249
645,Kellie Pickler,572434,133664,8cd145f5-a5f1-44e7-b4aa-6951dcc57952,1157
646,Here We Go Again,6639076,308217,d379a2f3-b40a-4f71-93d9-af90f5bd369a,270
647,Grand,6722624,389449,8a3e2334-a31a-35c8-b641-3bd03bf447de,1255
648,Coming To Terms,3108857,235883,deaac2cb-1514-4db1-982d-4fab7fc80039,1256
649,Viver a Vida - Internacional,6738,1930,9f3251da-4990-460f-8e41-5ed63cbf3a89,94
650,We Started Nothing,17024603,1066795,6627748f-111b-37a3-a0e6-e7a4c53d5f89,1257
651,Celebration,7260675,353779,a60da6de-b86e-4a94-b5c2-cd6e5264f7d4,1258
652,Hannah Montana 3,600114,81793,b8334742-6bfc-3e0b-973c-705152f842fd,1062
653,"The Hits Collection, Volume 1",31099,16612,4a441628-2e4d-4032-825f-6bdf4aee382e,1262
654,Everything Comes And Goes,149314,10393,25b2780a-ce4a-34bf-a496-374c14d4f983,1264
655,Shine,0,1,2955b680-bc7b-3397-b169-27094258d2db,740
656,We Sing. We Dance. We Steal Things.,4993330,560467,63241ec1-d91e-4d76-a951-d47b0ec33d54,613
657,The Introduction of Marcus Cooper,240145,31630,cccb93d6-4aeb-4831-9268-3d517ccc4215,1225
658,That Don't Make Me A Bad Guy,232706,58136,78ef0ba9-e9ce-45ea-8445-4d116ae5f155,655
659,"Lines, Vines and Trying Times",1741832,94266,41bb7b69-4411-4ed3-a4dc-6a2330ffa74c,534
660,Good Time,570248,127612,d1a59f4f-d72a-45ab-8d85-f67b01386cbc,1276
661,Finding Beauty in Negative Spaces,7578931,588728,636b2e33-5e92-4ed0-aa82-4841461f164b,865
662,Back When I Knew It All,400910,124551,ce43376d-03b8-44d5-9d8e-752c513aaf9e,710
663,Big Whiskey And The Groogrux King,0,1,a417acff-24da-4ca8-8c21-2a6cbd1f7ae0,662
664,Nothing Personal,11777873,266430,840f2343-1962-4f95-bff7-880210a334a7,1283
665,We Made You,156718,34167,4a975a7b-a390-4b95-b5ab-8c943e5cbd74,315
666,Big Bad World,1584119,142687,3192e405-af6b-473a-a3ff-2b94e88b507e,964
667,Kris Allen,2092367,147781,c64ec54a-e5e1-4187-8ba3-4ac55212dd82,1101
668,American Idol: Season 8,607,86,59a43e0f-da1d-4416-b692-b79e84ae9131,772
669,808s & Heartbreak,9866934,972139,af8fdbd3-dc27-469d-89bf-9167514b3f5e,359
670,Jet Black & Jealous,295683,74591,455be4a8-25e3-4510-8666-f00f9a8897fb,184
671,No Boundaries,51096,8652,fdc4878a-0a9e-4055-9391-cecd6a2b0a8d,772
672,Jennifer Hudson,0,0,adbe3622-0305-338d-92ea-fb1e0a3f6ea5,929
673,Charice,432688,15598,174aaad0-4bd6-4817-9c6a-984f1a268e80,1297
674,Easy Does It,401993,103380,1aca6405-8a5d-452d-84fb-7fc0c05ddd35,85
675,"Promo Only: Urban Radio, February 2009",105,26,839c2aa9-20dc-4e12-8249-aaffd1697272,1307
676,Uncle Charlie,157241,39715,a1d6fe3c-5a5b-4e13-b740-bce78f744ffc,1308
677,Folie à deux,0,0,6ce2f621-97d7-4881-a13e-20c79b042487,13
678,Walk This Way,1180930,94788,a501f9b8-7f96-4cc2-96c1-e83801d7c018,1312
679,iTunes Live from London,3169,220,828234b6-6ed4-4b2f-95ed-a7835bc2a45a,1313
680,Troubadour,415723,113183,51635ee7-ab34-40ce-98a4-285ef407ee0f,227
681,Swoon,6501055,246552,16dbce4a-7e15-4459-8045-64920a95fb0e,1319
682,Guilty Pleasure,4638190,207562,dfad6e2d-5ab5-4376-bb1c-7894b8f7f624,1320
683,Doll Domination,4174308,580871,3554471a-f16c-424b-adc7-a0085752b764,1321
684,Untouched,0,1,40154fc5-a0d6-48e3-abee-3090006025f6,1280
685,A Different Me,706760,111098,357bbe7b-e829-41ea-8e99-b584f8320b4b,1322
686,Prom Queen,25601,6701,7cbdfb92-bb97-4d19-aaaa-7d834002c88a,769
687,Oracular Spectacular,53719478,2162096,44e1c283-8a80-44b8-91d3-7e72b69228bf,1323
688,Metamorphosis,6076011,378688,c902c387-66be-4328-b6bc-467225205660,1327
689,Fearless,1777086,273533,3192c4f0-6099-4aa2-8008-09da81da0467,1008
690,Call Me Crazy,126985,21853,e0fe7574-5439-415f-900c-791711e6c89e,1331
691,Thriving Ivory,637932,40781,0f77aeca-7208-40eb-8b8e-d0e5ea24b2d2,1332
692,"Promo Only: Modern Rock Radio, October 2008",274,118,8a1fb414-b7bb-466a-99e2-a47bc5147c2f,1333
693,Carnival Ride,3433302,365989,3a6c51c4-4da4-48e1-9106-9239918150ac,36
694,No Line on the Horizon,6741537,293873,2e100e83-f2a9-4812-b62e-8156e168124a,308
695,Spirit,9283762,943513,192e6357-6c4a-43ee-a936-c698a12912bb,1199
696,Crazy Ex-Girlfriend,1238158,203436,530f6003-880d-45e4-9397-dbe7e971ba3e,239
697,Good Girl Gone Bad,17434795,1567826,0d44e01a-0f8e-3733-81ea-52055a515e08,371
698,High Hopes & Heartbreak,184258,26167,360798c3-e06b-489b-a528-7254e3f30b4d,1336
699,Jonas Brothers: The 3D Concert Experience,4644,365,82d3f623-837d-4d23-aa49-e308dd8874aa,534
700,Freedom,5950454,773941,cbd3bd93-6cfb-49dd-a783-252c8eda4074,916
701,19,0,0,a6398b47-3bf8-494e-aa60-165b2b37e2e9,550
702,F*** You,0,1,cd7a5789-f5e2-4dde-a06d-354c1e29e56b,1310
703,The Singles Collection,24135,4229,16784ba0-5dfb-4c7a-884e-07f1ef457c23,191
704,"2008-06-06: Rock in Rio, Lisbon, Portugal",9134,2525,9e8efebe-2f40-42e7-a182-d7d96af3b908,1351
705,Decode,510932,107316,87fa0459-f9b1-4ed7-bbb1-95f032b24647,210
706,Working on a Dream,1870762,91652,2f4f4aec-1629-3e84-b16a-eff1498eed73,1352
707,Saving Abel,2759817,349697,1e9af35a-52e8-4382-b52a-076481f4f9c9,1354
708,Another Cinderella Story,122367,37683,b20e375d-0996-45c0-8dce-c691aa37aa91,11
709,That Lonesome Song,0,0,ed55edf3-05ec-4c7d-a0cc-02b2df90c25a,1359
710,It's A New Day,70997,32803,f9e6aa72-8055-4af4-b0bb-67927da61601,1360
711,"Promo Only: Modern Rock Radio, August 2008",339,115,fba29dc9-9d4f-41b9-9ce5-a0323c6edb5e,1109
712,Live On Red Rocks,79152,4634,c9251380-5400-4413-a1e5-3e10f53f3b54,1364
713,Metro Station,9341070,539464,7e12a9c9-7397-4cfd-a515-5fa0fb0bc7d5,1365
714,Take It To The Limit,2771169,232339,2b1e6883-4fb8-49d1-bb44-3e868b8209b8,1366
715,Some Mad Hope,3241224,260606,8a00c108-5e03-420d-8c2d-f6bfceb9ef23,810
716,Human,0,1,7aaca13f-8efc-4f76-955e-00fd84682e55,1369
717,Avant,271507,78131,c6dc0a76-2173-432c-9eec-5789d01fd8a0,1371
718,A Twist in My Story,4123564,290799,4a224478-c1b7-4bd5-ad96-f93b1303eb87,1374
719,Wanderlust,653746,73150,c1c388e4-1bd1-4dc1-8f99-1aa6e7051241,1375
720,Breakout,6019339,351938,6ec46b5f-5b21-41f5-8200-aaf3b0f8c637,291
721,"Radio 1's Live Lounge, Volume 4",1621,138,551dab94-238d-4e02-b16b-e74bfbe20473,1043
722,Daughtry,6207725,503285,39b12de9-6dd5-4413-a394-487258c39f5f,312
723,Palabras Del Silencio,366747,43897,ab1c3808-7f4b-4c8e-b620-651dec921ebe,1382
724,Viva la Vida or Death and All His Friends,0,0,10c38900-3f35-4a09-a9cc-5c44ee2da0ed,151
725,Minutes to Midnight,43387465,1454255,310da666-19e4-4fd2-983d-742e7c98bef8,628
726,Do You Believe Me Now,158590,46165,835c4ef6-acbf-4bee-88d6-ddf1c6011321,1389
727,5th Gear,1507741,275137,fc4f3e78-cd6c-4e42-9973-e9a7b6d3e451,52
728,Bucky Covington,239673,60783,26358b5d-1dc5-4449-a4cc-a06ddf0d26ff,1391
729,All Summer Long,307097,110055,31036847-4a14-409b-8438-4467a6cdcdce,1394
730,Day & Age,22952981,876557,1bf3d6a0-b0e9-4bac-8452-f13833ab33bd,656
731,Departure,1868972,192186,3b07da1e-8bc4-4fd0-82cd-fda142a679c9,991
732,Death Magnetic,18584280,536090,7bc3208e-1883-32e0-9ee8-a1ea78a35672,1402
733,High School Musical 3 : Nos années lycée,17,6,542bd01a-d1ca-41bb-89f8-624b6d74dab4,1404
734,As I Am,0,1,4021e476-038e-4442-b28e-abade23e8b3a,1049
735,Starting Now,486370,102820,88a77286-9fef-405b-be10-a2f12877cb22,1406
736,"Promo Only: Country Radio, May 2008",49,18,b20e4231-8d40-4c42-9ad8-4ee3f1025ec6,1408
737,In Orbit,908867,134337,88165a73-4d5d-4dae-be36-83d85868b523,1410
738,Gossip In The Grain,3734389,315785,89fbb1ea-519a-4a19-9f30-75e44a0c99e2,1411
739,Be OK,4468664,292510,904e1d6a-ac7f-38bf-a622-4165b885973f,201
740,Good Girl Gone Bad: Reloaded,6315476,632177,1de12505-ac7b-49ab-a0ab-2aa189f0bf99,371
741,Pocketful of Sunshine,0,0,530d7ccb-221d-45fa-99e7-64348ddb088f,1002
742,Dig Out Your Soul,7933145,272233,f0e7a1b7-f9a3-4925-abb0-14a227272ba0,1415
743,Golden Road,1349187,272522,23e97699-2bee-4456-8bfe-61306ac41b11,75
744,Tha Carter III,0,1,b330aa4c-1b27-4dd3-88e3-5f33531a802b,769
745,Paper Trail,0,1,b663b7a1-261c-45f2-a1b4-39cae6e809c8,658
746,NOW: The Hits of Summer 2012,1207,311,d908d01b-4766-4e6c-a1df-4a8ee4ee2261,530
747,Holler Back,251319,72868,79899c94-ddfa-4473-94e9-11d39d47c33d,1422
748,RIOT!,44012363,1316767,9d8c4e7f-866c-4363-9406-0bb000316888,210
749,JUST STAND UP!,19766,5794,2af61fc0-e427-3c0a-a7b2-66bfad29f9f6,1428
750,Boys Like Girls,11691405,720191,61710908-1bb8-4fd9-99b0-f9e0ad6f7d7f,1215
751,Simple Times,3999534,238621,0c36cd38-18b8-4064-8a4a-948d6277e50a,1429
752,Just Like You,1695569,329508,b07859d7-0ee6-4677-938e-0b75d16456f6,1322
753,"Live at Beacon Theatre, New York, USA",0,1,cdd2b3f6-9beb-4e40-98f6-6f146d574852,253
754,3 Doors Down,6739780,549239,9b20d7cd-0709-4e6e-847a-b8cebe77e28f,967
755,Thirsty,290593,46163,9e8c1b7a-2c3f-4f86-bafb-ce6d8f69d5b3,1436
756,Exclusive: The Forever Edition,1034436,41673,027800f0-47ab-4ce6-b700-14701771412f,185
757,E=MC²,2938181,345862,b4e8036e-eb8c-4e76-afc3-0e6e8ac483a5,110
758,Fight With Tools,5040618,372860,c46652d5-53ec-4c2e-aeb2-a65852099d3c,1440
759,Cowboy Town,246301,63967,02c0039b-1f7c-453e-9802-18fdf955d28b,1441
760,Get Silly,85921,18330,62d72c07-0653-46a3-9633-e8d4bde5792e,770
761,Welcome to the Dollhouse,2172603,268846,f8817f4d-d4af-442a-b09c-846124291a16,1447
762,Gavin DeGraw,1877236,215753,a2becb79-0cc4-3d17-8a43-b474d7881cc8,402
763,Do You Know,0,0,87841a2b-ebde-4f7e-9765-eca759237e2d,1450
764,Living Hard,500361,148955,3aecb0b8-4acb-4b23-bbc9-3ad9f1b76148,556
765,Coco,8202116,773633,c05d1a9e-c40d-4507-a888-a3aaa58e7be1,94
766,Pop It! Rock it!,100,39,5c20e013-751f-483c-9e8f-ea8b45978436,1454
767,Just Who I Am: Poets & Pirates,747630,212772,9e7e6650-c2fb-421d-8b91-d6265f4faad6,57
768,We Weren't Crazy,500476,122134,2b2bd157-c187-4972-98ee-f4c9d2f5bb16,1458
769,Flyleaf,14494310,746380,36109424-3d89-4ba5-bce4-575c01a05828,1461
770,Dreaming Out Loud,0,1,20152ada-a473-4e47-86c0-f6c0d56f8fba,29
771,Long Trip Alone,1153609,265427,6f49a6c1-b65a-48da-ab5c-f7072e9bee75,176
772,Indestructible,14437957,501446,0015d0c5-6263-49ad-a056-8960b44c8f58,1078
773,Julianne Hough,533714,100185,74e7b1bc-24e4-4c5c-978e-38fb0d3fa5b1,1466
774,Identified,1685347,92394,8b166881-69c2-4fa5-84a2-685fc17141e8,1469
775,Still Feels Good,775377,103364,be794f7e-b0c0-4766-aa58-2fc82b277e2c,251
776,Massive R&B: Winter 2008,64,20,0db9275a-c785-3686-86b9-e09e04198197,1471
777,Taylor Swift,0,0,09689c80-1ecd-463d-b212-ad252cb138c9,2
778,Trey Day,3137322,706144,2fbe424a-cf39-4887-954b-9dc3b6665c95,186
779,Lady Antebellum,2132311,257439,46e5e062-a32f-44f9-800e-3ea59ce048c6,170
780,Narrow Stairs,0,1,627c15cd-bae2-4781-8b83-2bf4b0ea829d,1475
781,Prayer Of A Common Man,120225,42340,99227b8d-21cb-4354-85b6-15d7e6bb986e,1479
782,Meet Miley Cyrus,1153498,127006,e819285e-12f9-4196-a011-e69ceb18f2dd,291
783,iTunes Live from SoHo,3793,1964,71fce455-038a-470b-ab12-375f31d7c0c4,1486
784,Who We Are,5264813,440338,58f43206-fd19-4700-97a1-852f0ada680f,1117
785,My Life's Been A Country Song,652570,200017,12f03d17-6f17-4c50-9756-6f027660a74a,561
786,Famous,2201371,273280,237bb096-f9a3-4f51-b68b-fbe875e352bc,1489
787,Aliens & Rainbows,332346,38941,9c60645e-049c-465c-94e9-90dc4fd0900e,1491
788,15,0,0,463a4c04-faf4-303b-8de6-c3c19c02970a,1400
789,Them vs. You vs. Me,0,1,73230b95-9925-4675-b6ea-40ac2a28a95a,1492
790,Jonas Brothers,4230487,260308,08558fb8-a980-4c69-b65d-8294aa67a6f8,534
791,Perfectly Clear,474583,103818,329a367e-7a4a-4089-b51f-f4c97c680cc6,1497
792,iTunes Live from SoHo,45270,4741,5335dbe0-b508-4dd2-99fa-8ff1b5594f8a,2
793,Hard Candy,0,0,cd2c4216-f748-4199-b675-cf7f977abcd4,1258
794,Total Club Hits,470743,288799,1b3ee609-a443-4c33-93cd-041e37c7e969,1503
795,Sweet and Low (Live at Sweetwater Studios),352,155,a24c8787-6048-40eb-bc88-ef52314d0fab,1504
796,Relentless,968266,210883,5d1ceab3-3585-4dad-800e-d6e8d9debb36,63
797,It Won't Be Soon Before Long,0,0,2213b4c5-44ff-4380-a8b1-35fccd5dbdd0,9
798,Sean Kingston,2864209,596803,8bf24b86-8ec0-4348-af99-d919057ed774,1039
799,Back Of My Lac',1772775,462860,513c8a5d-1c4c-4a12-8255-1b484a418bc6,1510
800,R&B Collection,62453,30223,7a785565-0bba-4874-ae56-51c17c9489f0,1511
801,Go,856024,258485,64f79311-b53b-44ee-9599-67dca604eb3a,1148
802,DAY26,1118928,248818,91dfdd3e-378a-4016-b03a-9da0f21bdd5c,1517
803,If You're Going Through Hell,486702,61436,64428544-ade7-4a82-ac93-8f797990bfe9,793
804,Accelerate,2735802,150609,00587a2a-b1a2-4316-a1c9-29ca4a9528bc,1519
805,"Echoes, Silence, Patience & Grace",13211324,1032484,ec3a4176-51c2-316e-96b1-23df619e5ace,818
806,The Dutchess,0,0,2c38b8c5-3bb9-4774-bb02-5dd5ca8bdfc5,50
807,Little Bit Of Life,442049,140480,6c595536-3a09-4fae-b510-90f4fefd4748,267
808,The Odd Couple,5869784,335076,f1f270f1-7c05-485c-a4bc-e175b1cee92a,1526
809,Insomniatic,0,1,6ad7911f-f754-4202-916c-809440f04ae9,1528
810,Detours,0,0,8e94a7fc-1f8d-475a-bbdc-d9f12b8ec209,426
811,Sleep Through The Static,11332130,557814,c323843a-37cd-4ee3-a51b-55c83d7507bc,491
812,Girls and Boys,0,1,7a7638b5-ae97-4837-9a0d-8fb817c12892,201
813,Enjoy The Ride,0,1,2ff55658-a62e-461b-8add-4bf057e46509,930
814,It Is Time For A Love Revolution,2071017,209483,87e6d131-39fb-3024-bf87-a4f927955691,1543
815,Face Off,436311,130976,03d1242e-696f-41a3-b5cb-94f12a047cee,1544
816,Big Dog Daddy,142150,30498,163ecae4-6bb7-479d-8e90-92aa03cb79bc,655
817,The Leak,62388,9585,b334bcb2-bb3a-4602-9f37-081669b5f7a3,769
818,Inhuman Rampage,5615012,251252,0c651f89-8875-411a-b9cf-176d3056d79d,1551
819,Good Morning Revival,10854716,609402,494d9cc0-076e-4e61-b52e-420af7291518,1552
820,Exile On Mainstream,3890471,301359,04343812-81cb-4561-a949-144c7ea6b097,617
821,Headstrong,3781961,355830,d23d0657-0db0-4398-9a3e-15e2b7263762,1320
822,Growing Pains,1033453,129784,351a3705-fc1e-4c7f-8058-38b67e056e4d,1124
823,Don't Look Away,2043810,181054,c7f90ac5-c737-4d2d-845e-ec095d525c5b,1493
824,Everything Is Fine,456088,111753,26a7a9d7-e30f-4425-a5a3-0835e793205a,634
825,"Promo Only: Country Radio, February 2008",66,21,102e317f-f97b-4c31-99ef-69c56ac554e6,57
826,Magic,2779675,217864,7f6f5eb2-4d64-3adb-ae61-e1ca2342fd02,1352
827,All The Right Reasons,0,0,d7c12234-38f2-4212-8cb4-dcbce0bef4e6,762
828,Hood Classics,170107,80409,b120462b-5b92-431e-8721-33617ac68330,1120
829,The Reminder,23781031,1067300,48d53708-53f0-3a66-8520-5d8093a0e477,1561
830,Every Second Counts,4325983,393870,e14d082d-64ee-4d42-9f1e-8b1d7423ed08,964
831,Waitin' In The Country,6,2,16c22d49-758f-4fcf-aadb-3b6f49dfd01e,1177
832,Family,254433,33607,201eb23c-3bcb-4dbc-85ce-75a075e3c9cd,1568
833,Never Too Late,48255,15764,8224a405-090a-49fb-942b-eb5ec81e96e2,1178
834,Greatest Hits,279183,70518,779067d8-b637-4461-b30b-4c56a4b3e3dc,289
835,Mistletoe,85033,55000,32306928-689e-4149-a8c1-534a11a68fc6,94
836,All That We Needed,7382188,675118,023feb86-d9f5-40bf-905e-942e8357153c,964
837,Brave,1956900,303508,8fdf8e46-c261-42d7-93e8-5e3765523f40,235
838,Some Hearts,4998840,485319,a33b9822-9f09-4e19-9d6e-e05af85c727b,36
839,Now That’s What I Call Music! 67,311,103,3cb691e4-93ee-4e34-9451-c95d44a7488c,217
840,Continuum,21861179,1081502,03e42be9-909d-43d7-bc4b-c193a9676865,253
841,Elliott Yamin,624181,94582,73e602c6-e026-41cd-9f0e-f5d31cf144c8,1576
842,Greatest Hits,1698467,103021,2d09cbf2-e84e-4e52-bd78-0291feb59114,1577
843,Real Things,244453,87496,b6a6912b-958a-40cd-8c97-e6d64e337291,193
844,The Black Parade,0,0,27595ef8-7cff-472e-b678-7959ffce9708,894
845,Infinity on High,28792342,1083071,aa5d6132-47d4-4db1-b173-496d554c7e91,13
846,Sawdust,16471686,721947,1248c1fa-741f-4e61-8c8d-57fdd046c018,656
847,The Best Of Nelly,53473,3046,8400d1ad-93f2-4c7a-a905-ca6dddb1b762,544
848,All the Lost Souls,7805067,606326,98e50cf6-06fd-4259-8128-ea60972808fa,977
849,FutureSex/LoveSounds,0,0,075b62e8-ed2b-3330-91dc-46f4e9799ec7,217
850,"Rnb Superclub, Volume 8",24,13,46be8b41-75dd-4ccc-82a3-cc995c623509,658
851,Time For A Change,151489,41033,4bbbe6a2-64a9-4550-8c1d-c9590591b4d7,1588
852,"Rnb, Volume 40",11,6,14aa9b15-b95e-4b67-9793-85e0279876c4,1590
853,Shodown,24,15,61c84823-3615-4061-86fb-3fbc00c8e5da,1593
854,Greatest Hits: The Ultimate Collection,91340,6485,52d51f37-98d6-3850-bc1e-c285dfeadd9f,383
855,Promo Only Canada Rhythm Radio: December 2007,26,17,3f1cdd46-669c-4efd-b6b7-547ca5e35920,1597
856,The Evolution of Robin Thicke,2476077,326803,c5304ad1-40b1-4c74-b7cf-5254b6d37c0f,237
857,Wild Child,391,136,08d7f6ce-e3e0-4f04-a9b2-2e0e7420671d,1606
858,High School Musical 2,57948,12957,9a5fbd23-eda2-403f-81eb-10afeab32016,1607
859,"Love, Pain & the whole crazy thing",1011611,171929,31e53d79-a567-4eb8-85db-536bb2f21ae0,75
860,Icky Thump,13784877,825170,251d1555-4a61-4db2-ab47-8e073439b34a,1613
861,The Hit List 16,0,1,f7e0126c-b3b6-4cac-b5ed-c96dde4ab83f,955
862,My December,0,0,0165a86f-10c0-4bc2-9368-24d539f943ab,365
863,VYP: Voice of the Young People,33953,3699,651d395c-8ddf-4b45-bddc-d9dc6f755417,1614
864,Between Raising Hell And Amazing Grace,363210,90490,166e38f1-a8df-4389-83db-fa4c65ca7cfb,124
865,It Just Comes Natural,0,1,7e1cceaf-cfe8-44a5-bc4e-35505940e8f6,227
866,Home At Last,49868,5648,f9be1640-ed63-45eb-8f20-060c6eeb9d2e,1618
867,The Paramour Sessions,9056628,448470,31f01d50-38fb-4c10-a222-716bc9136236,1327
868,"Sex, Love & Pain",20729,4341,1da5886b-47bd-40ef-98c4-af79d39f9751,1624
869,Doin' Somethin' Right,1102721,276231,5175f1d5-43d7-4a64-83d0-35d63d57d7ea,198
870,"Greatest Hits, Volume Two: The Videos & Live At Red Rocks",645,269,dc04a0d4-9661-4a89-80ee-72e5625bada0,1446
871,Dignity,4389362,373025,4be2211b-df17-4fb4-b3a7-12baffe6e39e,216
872,Extreme Behavior,7095148,695871,a6ad4cbd-0f53-4fbb-9586-ead93bb900ed,1366
873,Sinners Like Me,1560318,260201,74f0cf21-dff5-493e-afe7-caaeef14fb8e,45
874,Memory Almost Full,0,1,4a986845-c946-3f5a-8adf-6205f0961f41,1630
875,Now That's What I Call Music! 46,3078,214,4fc37e53-2989-4244-bcf0-06e641f63338,916
876,Dusk And Summer,5320466,371022,7392a0a2-8f39-4bdb-93db-54da6021b08c,1632
877,Doomsday Clock,1280,783,d0daeb6e-3734-4e3f-855e-32271c28d37e,1634
878,Black Rain,2593774,223127,0314db1b-bd6e-4b73-95b9-5cb8b0447d20,1635
879,Pop Express 726P,37,23,d6f7caa7-5eeb-4617-9c6d-ee8b3f992207,1638
880,Like Red On A Rose,115401,17817,339a734f-1fda-4ffa-9edc-ab5208c72c56,1276
881,Loose,17323796,1242377,89db246e-8129-4d3e-b0ab-d8ef7ab99f21,1596
882,Don't You Fake It,8968934,653645,76360728-22dd-4c57-86d2-481b4a2e88fc,1368
883,"2008-08-07: Rehearsals: Adler Theater, Davenport, IA, USA",952,475,984712b3-825c-4225-bfe7-f43455b6894b,1634
884,B.C.: Before Curtis,44605,5014,e5c7f060-33fc-49f7-a6c7-c346af12a111,859
885,Back to Basics,22834340,848481,079b4c9b-3815-42cd-a1b5-5227484235e8,609
886,I'll stand by you,1976,244,b295337c-9969-4ff5-b5a4-9790c3b5d4c8,36
887,Pure BS,788145,223865,53c4847b-c398-4b45-bd9b-06ab0f70036e,89
888,Katharine McPhee,1440864,194639,e77334f6-00db-45f5-a854-a010be42e9cb,1644
889,The Road and the Radio,870816,178758,41d794ef-562d-4f46-8a42-c6b286a1a1f2,57
890,Sam's Town,38955259,1770619,d6ea94ce-f1b1-48a3-ad39-d6eadc0c6768,656
891,Awake,3997497,209644,15a9cca2-cd9e-4aac-9828-b85f184b1f84,1374
892,Phobia,25841625,1292151,36836ef1-c07a-40e9-9cab-6f1bf39dc3a1,1110
893,Up to Now,4562795,319404,48c794b8-50a9-4509-afd1-0a0e31d46256,761
894,Life in Cartoon Motion,0,0,1db4a657-e4ca-4d13-8038-e913adb10bbb,1649
895,Light Grenades,18370664,911631,be313771-d713-4bb4-90c0-acbca6e4a169,1653
896,How to Save a Life,25872734,1369516,8f40b39f-ec4c-4d4d-b0d4-d67d8dd8c234,316
897,Massive R&B: Spring 2008,2,1,ed7005d5-96cd-4504-86f0-1f2126578589,1590
898,PCD,7803610,1017975,46c02eab-b147-480d-ac22-dad4bed8bcfe,1321
899,21,0,1,19b20c6c-1e13-4f91-a05a-fc79fd4efe61,1658
900,The Best Damn Thing,14784306,791587,8e1bf9b6-0176-4a81-9bde-f8995bd16644,282
901,T.I.P. Drill,0,1,9fd60380-6321-4f4d-98a6-f7dcea0dde0b,658
902,Foiled,4838715,315274,195b1070-f3c5-4b6b-be00-4fb590bfe618,1660
903,Greatest Hits,351300,85953,c8c69fe7-4104-48c6-a190-55a761e186ed,556
904,III,663885,205309,12358748-1564-4da3-a337-5cdd00e9bbe0,193
905,One-X (Deluxe Version),145083,7891,a589a6be-3c8d-4f9f-b95f-d592390f59e5,1178
906,The Story,2692038,251828,019438e9-9ab2-444f-b31a-cb87e48a372a,1666
907,Greatest Hits,32721,1172,1acdae35-41e4-4bc8-b4fd-3f439942b9a2,235
