"artist_id";"track_id"
"13";"7494"
"13";"7495"
"13";"7509"
"13";"7512"
"13";"8977"
"13";"9014"
"13";"9228"
"13";"9229"
"13";"9230"
"13";"9231"
"13";"9232"
"13";"9233"
"13";"9234"
"13";"15254"
"13";"15255"
"13";"15256"
"13";"15257"
"13";"15258"
"13";"15259"
"13";"16954"
"13";"16955"
"13";"16956"
"13";"16957"
"13";"16958"
"13";"16959"
"13";"16960"
"13";"16961"
"13";"16962"
"13";"16963"
"14";"16"
"15";"17"
"15";"30"
"15";"7568"
"15";"8458"
"15";"8460"
"15";"8461"
"15";"8463"
"15";"8465"
"15";"8466"
"15";"8467"
"15";"8468"
"15";"22030"
"15";"22031"
"15";"22032"
"16";"18"
"16";"137"
"16";"283"
"16";"8995"
"16";"9235"
"16";"9245"
"16";"9395"
"16";"9396"
"16";"9397"
"16";"9398"
"16";"9399"
"16";"9400"
"16";"9401"
"16";"9402"
"17";"19"
"18";"20"
"18";"337"
"18";"453"
"18";"562"
"18";"934"
"18";"1178"
"18";"1268"
"18";"1397"
"18";"1516"
"18";"1574"
"18";"2239"
"18";"2287"
"18";"2413"
"18";"2451"
"18";"2591"
"18";"2605"
"18";"2673"
"18";"2705"
"18";"3361"
"18";"3446"
"18";"3521"
"18";"4243"
"18";"4371"
"18";"4472"
"18";"8984"
"18";"8998"
"19";"22"
"19";"8954"
"20";"23"
"21";"24"
"21";"8711"
"21";"9127"
"21";"9236"
"21";"22923"
"21";"22924"
"21";"22925"
"21";"22926"
"21";"22927"
"21";"22928"
"21";"22929"
"21";"22930"
"21";"22931"
"21";"22932"
"21";"22933"
"21";"22934"
"22";"25"
"23";"26"
"24";"28"
"25";"29"
"25";"178"
"25";"8955"
"25";"9237"
"25";"9246"
"25";"9475"
"25";"9476"
"25";"9477"
"26";"31"
"27";"32"
"28";"33"
"28";"8963"
"29";"34"
"29";"215"
"29";"234"
"29";"806"
"29";"906"
"29";"1339"
"29";"1752"
"29";"2081"
"29";"2914"
"29";"11480"
"29";"11481"
"29";"11482"
"29";"11483"
"29";"11484"
"29";"11485"
"29";"11486"
"29";"11487"
"29";"11488"
"29";"11489"
"29";"11490"
"29";"11491"
"29";"14620"
"29";"14621"
"29";"14622"
"29";"14623"
"29";"14624"
"29";"14625"
"29";"14626"
"29";"14627"
"29";"14628"
"29";"14629"
"29";"14630"
"30";"35"
"31";"36"
"32";"37"
"33";"38"
"33";"9238"
"33";"9247"
"34";"39"
"34";"69"
"34";"169"
"34";"175"
"34";"176"
"34";"181"
"34";"313"
"34";"331"
"34";"464"
"34";"503"
"34";"542"
"34";"547"
"34";"814"
"34";"825"
"34";"851"
"34";"903"
"34";"923"
"34";"994"
"34";"1056"
"34";"8040"
"34";"8867"
"34";"9080"
"34";"9083"
"34";"9084"
"34";"9086"
"34";"9087"
"34";"9088"
"34";"9089"
"34";"9096"
"34";"9097"
"34";"10478"
"34";"10479"
"34";"10480"
"34";"10481"
"34";"10482"
"34";"10483"
"34";"10484"
"34";"10485"
"34";"10498"
"34";"10499"
"34";"10579"
"34";"10580"
"34";"10581"
"34";"10582"
"34";"10676"
"34";"10677"
"34";"10678"
"34";"10679"
"34";"10680"
"34";"10681"
"34";"10682"
"34";"10683"
"34";"10684"
"34";"10685"
"34";"10686"
"34";"10687"
"34";"10688"
"34";"10689"
"34";"10690"
"34";"10691"
"34";"10692"
"35";"40"
"36";"41"
"36";"639"
"36";"801"
"36";"945"
"36";"1086"
"36";"1770"
"36";"1956"
"36";"2129"
"36";"2249"
"36";"2562"
"36";"2647"
"36";"2737"
"36";"2879"
"36";"2987"
"36";"3026"
"36";"3138"
"36";"3151"
"36";"3177"
"36";"3326"
"36";"3348"
"36";"3666"
"36";"3785"
"36";"4014"
"36";"9239"
"36";"9248"
"36";"10199"
"36";"10200"
"36";"10201"
"36";"10202"
"36";"10203"
"36";"10204"
"36";"10205"
"36";"10206"
"36";"10207"
"36";"10208"
"36";"12146"
"36";"12147"
"36";"12148"
"36";"12149"
"36";"12150"
"36";"12151"
"36";"12152"
"36";"12153"
"36";"13963"
"36";"13964"
"36";"13965"
"36";"13966"
"36";"13967"
"36";"13968"
"36";"13969"
"36";"13970"
"36";"13971"
"36";"13972"
"36";"15174"
"36";"15175"
"36";"15176"
"36";"15177"
"36";"15178"
"36";"15179"
"36";"15180"
"36";"15181"
"36";"15182"
"37";"42"
"38";"43"
"39";"44"
"39";"208"
"39";"586"
"39";"9240"
"39";"9249"
"40";"45"
"40";"366"
"40";"412"
"40";"461"
"40";"866"
"40";"899"
"40";"7105"
"40";"7106"
"40";"7110"
"40";"7111"
"40";"7112"
"40";"7114"
"40";"7115"
"40";"7116"
"40";"7118"
"40";"8949"
"40";"9241"
"40";"9250"
"40";"9712"
"40";"9713"
"40";"9714"
"40";"9715"
"40";"9716"
"40";"9717"
"40";"10563"
"40";"10564"
"40";"10565"
"40";"10566"
"40";"10567"
"40";"10568"
"40";"10569"
"40";"10570"
"40";"10571"
"40";"10572"
"40";"10573"
"40";"10574"
"40";"10575"
"40";"10576"
"40";"10577"
"40";"10578"
"41";"46"
"42";"47"
"42";"9251"
"42";"9252"
"43";"48"
"43";"404"
"43";"529"
"43";"811"
"43";"982"
"43";"1114"
"43";"1688"
"43";"2154"
"43";"2230"
"43";"2434"
"43";"2598"
"43";"2740"
"43";"3095"
"43";"3163"
"43";"3334"
"43";"3488"
"43";"3668"
"43";"3849"
"43";"4002"
"43";"4068"
"43";"4119"
"43";"4203"
"43";"4475"
"43";"9253"
"43";"9254"
"43";"9255"
"43";"9256"
"43";"9257"
"43";"9258"
"43";"11048"
"43";"11049"
"43";"11050"
"43";"11051"
"43";"11052"
"43";"11053"
"43";"11054"
"43";"11055"
"43";"11056"
"43";"11057"
"43";"12033"
"43";"12034"
"43";"12035"
"43";"12036"
"43";"12037"
"43";"12038"
"43";"12039"
"43";"12040"
"43";"12041"
"43";"12042"
"43";"12043"
"43";"12044"
"43";"12045"
"43";"12046"
"43";"12047"
"43";"12048"
"43";"12049"
"43";"13060"
"43";"13061"
"43";"13062"
"43";"13063"
"43";"13064"
"43";"13065"
"43";"13066"
"43";"13067"
"43";"13068"
"43";"16210"
"43";"16211"
"43";"16212"
"43";"16213"
"43";"16214"
"43";"16215"
"43";"16216"
"43";"16217"
"43";"16218"
"43";"16219"
"43";"16220"
"43";"16698"
"43";"16699"
"43";"16700"
"43";"17305"
"43";"17306"
"43";"17307"
"43";"17308"
"43";"17309"
"43";"17310"
"43";"17311"
"43";"17312"
"43";"17313"
"43";"17314"
"43";"17315"
"44";"49"
"45";"50"
"45";"245"
"45";"352"
"45";"470"
"45";"531"
"45";"748"
"45";"914"
"45";"1065"
"45";"1254"
"45";"1484"
"45";"1767"
"45";"2101"
"45";"2393"
"45";"3305"
"45";"3680"
"45";"10355"
"45";"10356"
"45";"10357"
"45";"10358"
"45";"15590"
"45";"15591"
"45";"15592"
"45";"15593"
"45";"15594"
"45";"15595"
"45";"15596"
"45";"15597"
"45";"15598"
"45";"15599"
"46";"51"
"46";"158"
"46";"285"
"46";"421"
"46";"493"
"46";"662"
"46";"850"
"46";"913"
"46";"1054"
"46";"1210"
"46";"1444"
"46";"1701"
"46";"1993"
"46";"2267"
"46";"2787"
"46";"3199"
"46";"9425"
"46";"9426"
"46";"9427"
"46";"9428"
"46";"9429"
"46";"9430"
"46";"9431"
"46";"9432"
"46";"9433"
"46";"9434"
"46";"9435"
"46";"10597"
"46";"10598"
"46";"10599"
"46";"10600"
"46";"10601"
"46";"10602"
"46";"10603"
"46";"10604"
"46";"12061"
"46";"12062"
"46";"12063"
"46";"12064"
"47";"52"
"47";"166"
"47";"209"
"47";"218"
"47";"226"
"47";"443"
"47";"585"
"47";"756"
"47";"876"
"47";"9023"
"47";"9181"
"47";"10024"
"47";"10025"
"47";"10026"
"47";"10027"
"47";"10028"
"47";"10029"
"48";"53"
"49";"54"
"50";"55"
"50";"3044"
"50";"3062"
"50";"3423"
"50";"3538"
"51";"56"
"52";"57"
"52";"253"
"52";"704"
"52";"873"
"52";"1271"
"52";"1669"
"52";"1790"
"52";"1982"
"52";"2192"
"52";"2337"
"52";"2480"
"52";"2764"
"52";"2904"
"52";"3047"
"52";"3164"
"52";"3277"
"52";"3466"
"52";"3640"
"52";"3970"
"52";"4154"
"52";"4466"
"52";"9259"
"52";"9260"
"52";"9261"
"52";"9262"
"52";"9263"
"52";"9264"
"52";"9265"
"52";"9266"
"52";"9267"
"52";"9268"
"52";"9269"
"52";"9270"
"52";"9271"
"52";"10299"
"52";"10300"
"52";"10301"
"52";"10302"
"52";"10303"
"52";"10304"
"52";"10305"
"52";"10306"
"52";"10307"
"52";"10308"
"52";"10309"
"52";"10310"
"52";"10311"
"52";"10312"
"52";"10313"
"52";"11365"
"52";"11366"
"52";"11367"
"52";"11368"
"52";"11369"
"52";"11370"
"52";"11371"
"52";"14252"
"52";"14253"
"52";"14254"
"52";"14255"
"52";"14256"
"52";"14257"
"52";"14258"
"52";"14259"
"52";"14260"
"52";"16119"
"52";"16120"
"52";"16121"
"52";"16122"
"52";"16123"
"52";"16124"
"52";"16125"
"52";"16126"
"52";"16127"
"52";"16128"
"52";"16129"
"52";"16130"
"52";"16131"
"52";"16132"
"52";"16133"
"52";"16134"
"52";"16135"
"52";"18403"
"52";"18404"
"52";"18405"
"52";"18406"
"52";"18407"
"52";"18408"
"52";"18409"
"52";"18410"
"52";"18411"
"52";"18412"
"52";"18413"
"52";"18414"
"52";"18415"
"52";"18416"
"53";"58"
"53";"1750"
"54";"59"
"55";"60"
"56";"61"
"57";"62"
"57";"190"
"57";"656"
"57";"762"
"57";"915"
"57";"1002"
"57";"1195"
"57";"1585"
"57";"1687"
"57";"1838"
"57";"2088"
"57";"2446"
"57";"2820"
"57";"2901"
"57";"3116"
"57";"3117"
"57";"3192"
"57";"3358"
"57";"3514"
"57";"3645"
"57";"3767"
"57";"3888"
"57";"4045"
"57";"4089"
"57";"4224"
"57";"4318"
"57";"4509"
"57";"9272"
"57";"9273"
"57";"9274"
"57";"9275"
"57";"9276"
"57";"9277"
"57";"9278"
"57";"9279"
"57";"9280"
"57";"10605"
"57";"10606"
"57";"10607"
"57";"10608"
"57";"10609"
"57";"10610"
"57";"11245"
"57";"11246"
"57";"11247"
"57";"11248"
"57";"11249"
"57";"12762"
"57";"12763"
"57";"12764"
"57";"12765"
"57";"12766"
"57";"12767"
"57";"14590"
"57";"14591"
"57";"14592"
"57";"14593"
"57";"14594"
"57";"14595"
"57";"15073"
"57";"15074"
"57";"15075"
"57";"15076"
"57";"15077"
"57";"15078"
"57";"15079"
"57";"15080"
"57";"15081"
"57";"15082"
"57";"15083"
"57";"15084"
"57";"15085"
"57";"15086"
"57";"15087"
"57";"15088"
"57";"15089"
"57";"15756"
"57";"15757"
"57";"15758"
"57";"15759"
"57";"15760"
"57";"15761"
"57";"18012"
"57";"18013"
"57";"18014"
"57";"18015"
"57";"18016"
"57";"18017"
"57";"18018"
"57";"18019"
"58";"63"
"59";"64"
"59";"318"
"59";"322"
"59";"387"
"59";"628"
"59";"798"
"59";"9026"
"59";"9078"
"60";"65"
"60";"82"
"60";"843"
"60";"6257"
"60";"6258"
"60";"6259"
"60";"6262"
"60";"6264"
"60";"6266"
"60";"6267"
"60";"6268"
"60";"6274"
"60";"6521"
"60";"6522"
"60";"6523"
"60";"6524"
"60";"6525"
"60";"6526"
"60";"6527"
"60";"6532"
"60";"6535"
"60";"7175"
"60";"7180"
"60";"7185"
"60";"7187"
"60";"7807"
"60";"7810"
"60";"7812"
"60";"7816"
"60";"7819"
"60";"8947"
"60";"10504"
"60";"10505"
"60";"10506"
"60";"10507"
"60";"20981"
"60";"20982"
"60";"20983"
"60";"20984"
"61";"66"
"61";"349"
"61";"561"
"61";"1063"
"62";"67"
"62";"256"
"62";"568"
"62";"784"
"62";"960"
"62";"1139"
"62";"1950"
"62";"9281"
"62";"9282"
"62";"9283"
"62";"9284"
"62";"9285"
"62";"9286"
"62";"9287"
"62";"9288"
"62";"9289"
"62";"9290"
"62";"9291"
"62";"9292"
"62";"9293"
"62";"9294"
"62";"10011"
"62";"10012"
"62";"10013"
"62";"10014"
"62";"10015"
"62";"10016"
"62";"10017"
"62";"10018"
"62";"10019"
"62";"12382"
"63";"68"
"63";"145"
"63";"224"
"63";"235"
"63";"241"
"63";"246"
"63";"403"
"63";"557"
"63";"777"
"63";"947"
"63";"1087"
"63";"1260"
"63";"1405"
"63";"1787"
"63";"1999"
"63";"2190"
"63";"2371"
"63";"2547"
"63";"3007"
"63";"3281"
"63";"3462"
"63";"3696"
"63";"3962"
"63";"9295"
"63";"9296"
"63";"9297"
"63";"9298"
"63";"9299"
"63";"9300"
"63";"9301"
"63";"9302"
"63";"9303"
"63";"9744"
"63";"9745"
"63";"9746"
"63";"9747"
"63";"9748"
"63";"9749"
"63";"9750"
"63";"9751"
"63";"9752"
"63";"9753"
"63";"10988"
"63";"10989"
"63";"10990"
"63";"10991"
"63";"10992"
"63";"10993"
"63";"10994"
"63";"10995"
"63";"10996"
"63";"12488"
"63";"12489"
"63";"12490"
"63";"12491"
"63";"12492"
"63";"12493"
"63";"12494"
"63";"14830"
"63";"14831"
"63";"14832"
"63";"14833"
"63";"14834"
"63";"14835"
"63";"14836"
"63";"14837"
"63";"14838"
"63";"14839"
"63";"16102"
"63";"16103"
"63";"16104"
"63";"16105"
"63";"16106"
"63";"16107"
"63";"16108"
"63";"16109"
"64";"70"
"65";"71"
"65";"183"
"66";"73"
"66";"259"
"66";"541"
"66";"799"
"66";"1052"
"66";"1211"
"66";"1493"
"66";"1689"
"66";"2014"
"66";"2281"
"66";"9304"
"66";"9305"
"66";"9306"
"66";"9307"
"66";"9308"
"66";"9309"
"66";"9310"
"66";"9311"
"66";"10428"
"66";"10429"
"66";"10430"
"66";"12050"
"66";"12051"
"66";"12052"
"66";"12053"
"66";"12054"
"66";"12055"
"66";"12056"
"66";"13243"
"66";"13244"
"66";"13245"
"66";"13246"
"66";"13247"
"66";"13248"
"66";"13249"
"66";"13250"
"66";"13251"
"66";"13252"
"66";"13253"
"66";"13254"
"66";"13255"
"66";"13256"
"66";"13257"
"66";"13258"
"67";"74"
"67";"319"
"67";"612"
"67";"9651"
"67";"9652"
"67";"9653"
"67";"9654"
"67";"9655"
"67";"9656"
"67";"9657"
"67";"9658"
"67";"9659"
"68";"75"
"68";"173"
"68";"9082"
"68";"9093"
"68";"9104"
"68";"9113"
"68";"23237"
"68";"23238"
"68";"23239"
"68";"23240"
"69";"76"
"69";"605"
"70";"78"
"70";"391"
"70";"626"
"70";"872"
"70";"2407"
"70";"2742"
"71";"79"
"71";"132"
"71";"141"
"71";"1204"
"71";"2093"
"71";"7669"
"71";"7673"
"71";"7674"
"71";"7675"
"71";"7676"
"71";"7677"
"71";"8884"
"71";"8885"
"71";"8886"
"71";"8887"
"71";"8888"
"71";"8889"
"71";"8890"
"71";"8891"
"71";"8892"
"71";"9067"
"71";"11278"
"71";"11279"
"71";"11280"
"71";"11281"
"71";"11282"
"71";"11283"
"71";"11284"
"71";"11285"
"71";"11286"
"71";"12778"
"71";"12779"
"71";"12780"
"71";"12781"
"71";"12782"
"71";"12783"
"71";"12784"
"71";"12785"
"71";"12786"
"71";"12787"
"71";"12788"
"71";"12789"
"71";"12790"
"71";"12791"
"71";"12792"
"71";"12793"
"71";"12794"
"71";"12795"
"71";"12796"
"71";"12797"
"71";"12798"
"71";"22088"
"71";"22089"
"71";"22090"
"71";"22091"
"71";"22092"
"71";"22093"
"71";"22094"
"71";"22095"
"71";"22096"
"71";"22097"
"71";"22098"
"71";"22099"
"71";"22100"
"71";"22101"
"72";"80"
"72";"475"
"72";"694"
"72";"1346"
"72";"1612"
"72";"1836"
"72";"2199"
"72";"2412"
"72";"2572"
"72";"2763"
"72";"10291"
"73";"81"
"74";"83"
"75";"84"
"75";"341"
"75";"611"
"75";"1008"
"75";"1168"
"75";"1371"
"75";"1520"
"75";"1743"
"75";"1959"
"75";"2141"
"75";"2336"
"75";"2486"
"75";"2630"
"75";"2816"
"75";"3100"
"75";"3261"
"75";"3393"
"75";"3550"
"75";"3772"
"75";"3897"
"75";"4021"
"75";"4155"
"75";"4280"
"75";"4420"
"75";"9312"
"75";"9313"
"75";"9314"
"75";"9315"
"75";"9316"
"75";"9317"
"75";"9318"
"75";"9319"
"75";"9320"
"75";"9321"
"75";"9322"
"75";"9323"
"75";"9324"
"75";"11201"
"75";"11202"
"75";"11203"
"75";"11204"
"75";"11205"
"75";"11206"
"75";"11207"
"75";"12872"
"75";"12873"
"75";"12874"
"75";"12875"
"75";"12876"
"75";"12877"
"75";"12878"
"75";"12879"
"75";"14367"
"75";"14368"
"75";"14369"
"75";"14370"
"75";"14371"
"75";"14372"
"75";"14373"
"75";"14374"
"75";"14375"
"75";"14376"
"75";"15442"
"75";"15443"
"75";"15444"
"75";"15445"
"75";"15446"
"75";"15447"
"75";"15448"
"75";"15449"
"75";"17065"
"75";"17066"
"75";"17067"
"75";"17068"
"75";"17069"
"75";"17070"
"75";"17071"
"75";"17072"
"76";"85"
"77";"86"
"77";"474"
"78";"87"
"79";"88"
"80";"89"
"80";"191"
"80";"440"
"80";"9325"
"80";"9326"
"80";"9327"
"80";"9328"
"80";"9329"
"80";"9330"
"80";"9331"
"80";"9332"
"80";"9333"
"81";"90"
"82";"91"
"83";"92"
"84";"93"
"85";"94"
"85";"275"
"85";"533"
"85";"697"
"85";"929"
"85";"1152"
"85";"1404"
"85";"2254"
"85";"2582"
"85";"3290"
"85";"3667"
"85";"9334"
"85";"9335"
"85";"9336"
"85";"9337"
"85";"9338"
"85";"9339"
"85";"9340"
"85";"9341"
"85";"9342"
"85";"10292"
"85";"10293"
"85";"10294"
"85";"10295"
"85";"10296"
"85";"10297"
"85";"10298"
"85";"13102"
"85";"13103"
"85";"13104"
"85";"13105"
"85";"13106"
"85";"13107"
"85";"13108"
"85";"13109"
"85";"13838"
"85";"13839"
"85";"13840"
"85";"13841"
"85";"13842"
"85";"13843"
"85";"13844"
"85";"13845"
"86";"96"
"87";"97"
"87";"290"
"87";"595"
"87";"10030"
"87";"10031"
"88";"98"
"89";"99"
"89";"377"
"89";"520"
"89";"774"
"89";"992"
"89";"1117"
"89";"1295"
"89";"1357"
"89";"1465"
"89";"1684"
"89";"1891"
"89";"2406"
"89";"2648"
"89";"2871"
"89";"3350"
"89";"3777"
"89";"4043"
"89";"4187"
"89";"9182"
"89";"9354"
"89";"9355"
"89";"9356"
"89";"9357"
"89";"9358"
"89";"9359"
"89";"9360"
"89";"9361"
"89";"9362"
"89";"9363"
"89";"9364"
"89";"9720"
"89";"9721"
"89";"9722"
"89";"9723"
"89";"9724"
"89";"9725"
"89";"9726"
"89";"9727"
"89";"9728"
"89";"9729"
"89";"9730"
"89";"11058"
"89";"11059"
"89";"11060"
"89";"11061"
"89";"11062"
"89";"11063"
"89";"11064"
"89";"12026"
"89";"12027"
"89";"12028"
"89";"12029"
"89";"12030"
"89";"12031"
"89";"12032"
"89";"15737"
"89";"15738"
"89";"15739"
"89";"15740"
"89";"15741"
"89";"15742"
"89";"15743"
"89";"15744"
"89";"17082"
"89";"17083"
"89";"17084"
"89";"17085"
"89";"17086"
"89";"17087"
"89";"17088"
"89";"17089"
"90";"100"
"91";"101"
"91";"476"
"91";"651"
"91";"1120"
"91";"1289"
"91";"1416"
"91";"1457"
"91";"1844"
"91";"1910"
"91";"2002"
"91";"2188"
"91";"9008"
"91";"9012"
"91";"9148"
"91";"9891"
"91";"9892"
"91";"9893"
"91";"9894"
"91";"9895"
"91";"9896"
"91";"9897"
"91";"9898"
"92";"102"
"92";"236"
"92";"861"
"92";"956"
"92";"1022"
"92";"1234"
"92";"1273"
"92";"1321"
"92";"1569"
"92";"1759"
"92";"1899"
"92";"5961"
"92";"6647"
"92";"6648"
"92";"6653"
"92";"6654"
"92";"6655"
"92";"8910"
"92";"8911"
"92";"8912"
"92";"8913"
"92";"8915"
"92";"8916"
"92";"8918"
"92";"8919"
"92";"8923"
"92";"8929"
"92";"8930"
"92";"8931"
"92";"8934"
"92";"8943"
"92";"9062"
"92";"9069"
"92";"9531"
"92";"9532"
"92";"9533"
"92";"12323"
"92";"12324"
"92";"12325"
"92";"12326"
"92";"12327"
"92";"12328"
"92";"12329"
"92";"12330"
"93";"103"
"94";"104"
"94";"1252"
"94";"1513"
"94";"1587"
"94";"1994"
"94";"2247"
"94";"2470"
"94";"2882"
"94";"2894"
"94";"2984"
"94";"3008"
"94";"3160"
"94";"12475"
"94";"12476"
"94";"12477"
"94";"12478"
"94";"12479"
"94";"12480"
"94";"12481"
"94";"12482"
"94";"12483"
"94";"12484"
"94";"12485"
"94";"12486"
"94";"12487"
"94";"13646"
"94";"13647"
"94";"13648"
"94";"13649"
"94";"13650"
"94";"13651"
"94";"13652"
"94";"13653"
"94";"13654"
"94";"13655"
"94";"13656"
"94";"13657"
"94";"13658"
"94";"14568"
"94";"14569"
"94";"14570"
"94";"14571"
"94";"14572"
"94";"14573"
"94";"14574"
"94";"14575"
"94";"14576"
"94";"14577"
"95";"105"
"95";"304"
"96";"106"
"96";"171"
"97";"107"
"98";"108"
"98";"287"
"98";"325"
"98";"379"
"98";"433"
"98";"7726"
"98";"7727"
"98";"7736"
"98";"7852"
"98";"7854"
"98";"7855"
"98";"7856"
"98";"7858"
"98";"7860"
"98";"7861"
"98";"8698"
"98";"8866"
"98";"9365"
"98";"9366"
"98";"9367"
"98";"9368"
"98";"9369"
"98";"9370"
"98";"9371"
"98";"9372"
"98";"9373"
"98";"9374"
"98";"9375"
"98";"22171"
"99";"109"
"100";"110"
"100";"549"
"100";"635"
"100";"8295"
"100";"8459"
"100";"8479"
"100";"8573"
"100";"8575"
"100";"8579"
"100";"8580"
"100";"8587"
"100";"8588"
"100";"8589"
"100";"8591"
"100";"8593"
"100";"8597"
"100";"8599"
"100";"9051"
"100";"9092"
"100";"9161"
"100";"10192"
"100";"10193"
"100";"10194"
"100";"10195"
"100";"10196"
"100";"10197"
"100";"10198"
"100";"22669"
"100";"22670"
"100";"22671"
"100";"22672"
"100";"22673"
"100";"22674"
"100";"22675"
"101";"111"
"101";"513"
"101";"9035"
"101";"9055"
"101";"9065"
"101";"9066"
"101";"9929"
"101";"9930"
"101";"9931"
"101";"9932"
"101";"9933"
"101";"9934"
"101";"9935"
"101";"23226"
"101";"23227"
"101";"23228"
"101";"23229"
"101";"23230"
"101";"23231"
"101";"23232"
"102";"112"
"102";"1144"
"102";"8524"
"102";"9124"
"102";"9376"
"102";"9377"
"102";"9378"
"102";"9379"
"102";"9380"
"102";"9381"
"102";"9382"
"102";"9383"
"102";"11171"
"102";"11172"
"102";"11173"
"102";"11174"
"102";"11175"
"102";"11176"
"102";"11177"
"102";"11178"
"102";"11179"
"102";"11180"
"102";"11181"
"102";"11182"
"102";"11183"
"102";"11184"
"103";"114"
"104";"115"
"104";"161"
"104";"8914"
"104";"8920"
"104";"8921"
"104";"8922"
"104";"8924"
"104";"8925"
"104";"8926"
"104";"8927"
"104";"8932"
"104";"8933"
"104";"8935"
"104";"9384"
"104";"9385"
"105";"116"
"106";"117"
"106";"203"
"107";"118"
"108";"120"
"108";"138"
"108";"143"
