"id";"date_lastfm";"position_lastfm";"no_of_listeners_lastfm";"track_id"
"12408";"2009-02-01 00:00:00";"8";"5968";"5287"
"12409";"2009-02-01 00:00:00";"9";"5924";"5288"
"12410";"2009-02-01 00:00:00";"10";"5298";"5289"
"12411";"2009-02-01 00:00:00";"11";"5263";"5177"
"12412";"2009-02-01 00:00:00";"12";"5252";"5290"
"12413";"2009-02-01 00:00:00";"13";"5176";"2752"
"12414";"2009-02-01 00:00:00";"14";"4974";"5292"
"12415";"2009-02-01 00:00:00";"15";"4903";"5212"
"12416";"2009-02-01 00:00:00";"16";"4564";"2594"
"12417";"2009-02-01 00:00:00";"17";"4373";"2548"
"12418";"2009-02-01 00:00:00";"18";"4175";"2646"
"12419";"2009-02-01 00:00:00";"19";"4036";"4574"
"12420";"2009-02-01 00:00:00";"20";"4035";"2669"
"12421";"2009-02-01 00:00:00";"21";"4027";"5208"
"12422";"2009-02-01 00:00:00";"22";"3846";"5253"
"12423";"2009-02-01 00:00:00";"23";"3766";"4575"
"12424";"2009-02-01 00:00:00";"24";"3726";"5058"
"12425";"2009-02-01 00:00:00";"25";"3721";"4991"
"12426";"2009-02-01 00:00:00";"26";"3685";"5194"
"12427";"2009-02-01 00:00:00";"27";"3654";"4989"
"12428";"2009-02-01 00:00:00";"28";"3563";"4987"
"12429";"2009-02-01 00:00:00";"29";"3552";"4332"
"12430";"2009-02-01 00:00:00";"30";"3521";"5258"
"12431";"2009-02-01 00:00:00";"31";"3511";"4587"
"12432";"2009-02-01 00:00:00";"32";"3488";"4992"
"12433";"2009-02-01 00:00:00";"33";"3488";"2683"
"12434";"2009-02-01 00:00:00";"34";"3457";"3034"
"12435";"2009-02-01 00:00:00";"35";"3437";"2588"
"12436";"2009-02-01 00:00:00";"36";"3427";"2644"
"12437";"2009-02-01 00:00:00";"37";"3424";"5259"
"12438";"2009-02-01 00:00:00";"38";"3385";"2410"
"12439";"2009-02-01 00:00:00";"39";"3371";"5273"
"12440";"2009-02-01 00:00:00";"40";"3347";"4986"
"12441";"2009-02-01 00:00:00";"41";"3298";"4875"
"12442";"2009-02-01 00:00:00";"42";"3297";"4993"
"12443";"2009-02-01 00:00:00";"43";"3245";"4581"
"12444";"2009-02-01 00:00:00";"44";"3225";"5293"
"12445";"2009-02-01 00:00:00";"45";"3204";"3875"
"12446";"2009-02-01 00:00:00";"46";"3199";"5265"
"12447";"2009-02-01 00:00:00";"47";"3191";"5296"
"12448";"2009-02-01 00:00:00";"48";"3167";"2495"
"12449";"2009-02-01 00:00:00";"49";"3130";"5059"
"12450";"2009-02-01 00:00:00";"50";"3114";"4592"
"12451";"2009-02-01 00:00:00";"51";"3084";"5262"
"12452";"2009-02-01 00:00:00";"52";"3073";"5268"
"12453";"2009-02-01 00:00:00";"53";"3064";"5209"
"12454";"2009-02-01 00:00:00";"54";"3045";"5272"
"12455";"2009-02-01 00:00:00";"55";"3017";"5295"
"12456";"2009-02-01 00:00:00";"56";"2990";"5271"
"12457";"2009-02-01 00:00:00";"57";"2988";"4988"
"12458";"2009-02-01 00:00:00";"58";"2988";"5263"
"12459";"2009-02-01 00:00:00";"59";"2987";"5276"
"12460";"2009-02-01 00:00:00";"60";"2947";"4990"
"12461";"2009-02-01 00:00:00";"61";"2942";"5297"
"12462";"2009-02-01 00:00:00";"62";"2863";"4577"
"12463";"2009-02-01 00:00:00";"63";"2856";"3093"
"12464";"2009-02-01 00:00:00";"64";"2855";"5264"
"12465";"2009-02-01 00:00:00";"65";"2846";"5267"
"12466";"2009-02-01 00:00:00";"66";"2843";"2915"
"12467";"2009-02-01 00:00:00";"67";"2840";"4442"
"12468";"2009-02-01 00:00:00";"68";"2837";"2939"
"12469";"2009-02-01 00:00:00";"69";"2833";"4589"
"12470";"2009-02-01 00:00:00";"70";"2828";"4994"
"12471";"2009-02-01 00:00:00";"71";"2820";"4616"
"12472";"2009-02-01 00:00:00";"72";"2806";"5303"
"12473";"2009-02-01 00:00:00";"73";"2761";"2417"
"12474";"2009-02-01 00:00:00";"74";"2747";"2463"
"12475";"2009-02-01 00:00:00";"75";"2722";"4626"
"12476";"2009-02-01 00:00:00";"76";"2697";"3968"
"12477";"2009-02-01 00:00:00";"77";"2694";"4576"
"12478";"2009-02-01 00:00:00";"78";"2662";"2643"
"12479";"2009-02-01 00:00:00";"79";"2657";"2213"
"12480";"2009-02-01 00:00:00";"80";"2657";"5299"
"12481";"2009-02-01 00:00:00";"81";"2649";"5275"
"12482";"2009-02-01 00:00:00";"82";"2626";"5260"
"12483";"2009-02-01 00:00:00";"83";"2619";"5269"
"12484";"2009-02-01 00:00:00";"84";"2606";"2832"
"12485";"2009-02-01 00:00:00";"85";"2591";"4637"
"12486";"2009-02-01 00:00:00";"86";"2589";"5304"
"12487";"2009-02-01 00:00:00";"87";"2589";"5291"
"12488";"2009-02-01 00:00:00";"88";"2573";"4642"
"12489";"2009-02-01 00:00:00";"89";"2571";"4650"
"12490";"2009-02-01 00:00:00";"90";"2563";"5261"
"12491";"2009-02-01 00:00:00";"91";"2551";"5278"
"12492";"2009-02-01 00:00:00";"92";"2547";"5301"
"12493";"2009-02-01 00:00:00";"93";"2542";"5302"
"12494";"2009-02-01 00:00:00";"94";"2541";"3107"
"12495";"2009-02-01 00:00:00";"95";"2524";"5060"
"12496";"2009-02-01 00:00:00";"96";"2524";"5280"
"12497";"2009-02-01 00:00:00";"97";"2514";"4583"
"12498";"2009-02-01 00:00:00";"98";"2512";"4735"
"12499";"2009-02-01 00:00:00";"99";"2504";"4602"
"12500";"2009-02-01 00:00:00";"100";"2490";"3527"
"12501";"2009-02-08 00:00:00";"1";"7175";"5283"
"12502";"2009-02-08 00:00:00";"2";"6342";"2618"
"12503";"2009-02-08 00:00:00";"3";"6301";"5114"
"12504";"2009-02-08 00:00:00";"4";"6156";"5125"
"12505";"2009-02-08 00:00:00";"5";"5704";"5285"
"12506";"2009-02-08 00:00:00";"6";"5178";"5284"
"12507";"2009-02-08 00:00:00";"7";"5135";"5286"
"12508";"2009-02-08 00:00:00";"8";"4880";"5287"
"12509";"2009-02-08 00:00:00";"9";"4877";"5288"
"12510";"2009-02-08 00:00:00";"10";"4851";"2752"
"12511";"2009-02-08 00:00:00";"11";"4827";"5177"
"12512";"2009-02-08 00:00:00";"12";"4618";"5212"
"12513";"2009-02-08 00:00:00";"13";"4387";"2594"
"12514";"2009-02-08 00:00:00";"14";"4257";"5289"
"12515";"2009-02-08 00:00:00";"15";"4242";"5290"
"12516";"2009-02-08 00:00:00";"16";"4017";"2646"
"12517";"2009-02-08 00:00:00";"17";"4004";"2548"
"12518";"2009-02-08 00:00:00";"18";"3989";"5292"
"12519";"2009-02-08 00:00:00";"19";"3789";"4991"
"12520";"2009-02-08 00:00:00";"20";"3789";"4574"
"12521";"2009-02-08 00:00:00";"21";"3730";"4575"
"12522";"2009-02-08 00:00:00";"22";"3720";"2669"
"12523";"2009-02-08 00:00:00";"23";"3665";"4989"
"12524";"2009-02-08 00:00:00";"24";"3648";"5058"
"12525";"2009-02-08 00:00:00";"25";"3634";"5208"
"12526";"2009-02-08 00:00:00";"26";"3625";"5194"
"12527";"2009-02-08 00:00:00";"27";"3605";"4987"
"12528";"2009-02-08 00:00:00";"28";"3598";"2410"
"12529";"2009-02-08 00:00:00";"29";"3573";"4332"
"12530";"2009-02-08 00:00:00";"30";"3559";"5253"
"12531";"2009-02-08 00:00:00";"31";"3519";"4992"
"12532";"2009-02-08 00:00:00";"32";"3501";"3034"
"12533";"2009-02-08 00:00:00";"33";"3384";"4587"
"12534";"2009-02-08 00:00:00";"34";"3366";"4986"
"12535";"2009-02-08 00:00:00";"35";"3309";"2588"
"12536";"2009-02-08 00:00:00";"36";"3290";"4875"
"12537";"2009-02-08 00:00:00";"37";"3281";"4993"
"12538";"2009-02-08 00:00:00";"38";"3257";"5268"
"12539";"2009-02-08 00:00:00";"39";"3233";"5258"
"12540";"2009-02-08 00:00:00";"40";"3228";"2644"
"12541";"2009-02-08 00:00:00";"41";"3207";"4581"
"12542";"2009-02-08 00:00:00";"42";"3191";"2590"
"12543";"2009-02-08 00:00:00";"43";"3164";"2683"
"12544";"2009-02-08 00:00:00";"44";"3147";"5259"
"12545";"2009-02-08 00:00:00";"45";"3141";"3875"
"12546";"2009-02-08 00:00:00";"46";"3111";"4988"
"12547";"2009-02-08 00:00:00";"47";"3035";"4592"
"12548";"2009-02-08 00:00:00";"48";"3035";"5273"
"12549";"2009-02-08 00:00:00";"49";"2994";"5209"
"12550";"2009-02-08 00:00:00";"50";"2960";"4990"
"12551";"2009-02-08 00:00:00";"51";"2913";"5059"
"12552";"2009-02-08 00:00:00";"52";"2906";"5265"
"12553";"2009-02-08 00:00:00";"53";"2884";"2417"
"12554";"2009-02-08 00:00:00";"54";"2880";"2462"
"12555";"2009-02-08 00:00:00";"55";"2867";"4616"
"12556";"2009-02-08 00:00:00";"56";"2854";"4577"
"12557";"2009-02-08 00:00:00";"57";"2824";"2939"
"12558";"2009-02-08 00:00:00";"58";"2821";"4994"
"12559";"2009-02-08 00:00:00";"59";"2814";"5263"
"12560";"2009-02-08 00:00:00";"60";"2810";"2915"
"12561";"2009-02-08 00:00:00";"61";"2806";"4589"
"12562";"2009-02-08 00:00:00";"62";"2804";"5262"
"12563";"2009-02-08 00:00:00";"63";"2798";"4442"
"12564";"2009-02-08 00:00:00";"64";"2791";"2495"
"12565";"2009-02-08 00:00:00";"65";"2779";"5296"
"12566";"2009-02-08 00:00:00";"66";"2762";"5272"
"12567";"2009-02-08 00:00:00";"67";"2738";"5276"
"12568";"2009-02-08 00:00:00";"68";"2738";"4626"
"12569";"2009-02-08 00:00:00";"69";"2710";"3093"
"12570";"2009-02-08 00:00:00";"70";"2634";"5260"
"12571";"2009-02-08 00:00:00";"71";"2623";"5271"
"12572";"2009-02-08 00:00:00";"72";"2622";"2213"
"12573";"2009-02-08 00:00:00";"73";"2615";"4576"
"12574";"2009-02-08 00:00:00";"74";"2611";"2463"
"12575";"2009-02-08 00:00:00";"75";"2599";"4735"
"12576";"2009-02-08 00:00:00";"76";"2592";"5267"
"12577";"2009-02-08 00:00:00";"77";"2583";"4637"
"12578";"2009-02-08 00:00:00";"78";"2578";"4650"
"12579";"2009-02-08 00:00:00";"79";"2574";"5269"
"12580";"2009-02-08 00:00:00";"80";"2570";"5264"
"12581";"2009-02-08 00:00:00";"81";"2565";"3968"
"12582";"2009-02-08 00:00:00";"82";"2561";"5293"
"12583";"2009-02-08 00:00:00";"83";"2553";"2832"
"12584";"2009-02-08 00:00:00";"84";"2539";"5295"
"12585";"2009-02-08 00:00:00";"85";"2521";"5261"
"12586";"2009-02-08 00:00:00";"86";"2505";"3418"
"12587";"2009-02-08 00:00:00";"87";"2491";"2643"
"12588";"2009-02-08 00:00:00";"88";"2472";"4585"
"12589";"2009-02-08 00:00:00";"89";"2470";"2471"
"12590";"2009-02-08 00:00:00";"90";"2469";"3527"
"12591";"2009-02-08 00:00:00";"91";"2463";"3107"
"12592";"2009-02-08 00:00:00";"92";"2456";"4578"
"12593";"2009-02-08 00:00:00";"93";"2452";"5303"
"12594";"2009-02-08 00:00:00";"94";"2450";"4642"
"12595";"2009-02-08 00:00:00";"95";"2441";"4583"
"12596";"2009-02-08 00:00:00";"96";"2431";"5297"
"12597";"2009-02-08 00:00:00";"97";"2427";"4921"
"12598";"2009-02-08 00:00:00";"98";"2412";"4586"
"12599";"2009-02-08 00:00:00";"99";"2411";"2809"
"12600";"2009-02-08 00:00:00";"100";"2397";"5022"
"12601";"2009-02-15 00:00:00";"1";"6569";"5283"
"12602";"2009-02-15 00:00:00";"2";"6298";"2618"
"12603";"2009-02-15 00:00:00";"3";"6030";"5125"
"12604";"2009-02-15 00:00:00";"4";"6000";"5114"
"12605";"2009-02-15 00:00:00";"5";"5645";"4986"
"12606";"2009-02-15 00:00:00";"6";"5575";"2752"
"12607";"2009-02-15 00:00:00";"7";"5538";"2594"
"12608";"2009-02-15 00:00:00";"8";"5329";"4987"
"12609";"2009-02-15 00:00:00";"9";"5146";"4989"
"12610";"2009-02-15 00:00:00";"10";"5128";"3034"
"12611";"2009-02-15 00:00:00";"11";"5125";"5285"
"12612";"2009-02-15 00:00:00";"12";"5081";"4991"
"12613";"2009-02-15 00:00:00";"13";"4814";"4992"
"12614";"2009-02-15 00:00:00";"14";"4714";"5284"
"12615";"2009-02-15 00:00:00";"15";"4666";"5177"
"12616";"2009-02-15 00:00:00";"16";"4572";"5212"
"12617";"2009-02-15 00:00:00";"17";"4557";"5286"
"12618";"2009-02-15 00:00:00";"18";"4497";"4993"
"12619";"2009-02-15 00:00:00";"19";"4427";"2646"
"12620";"2009-02-15 00:00:00";"20";"4406";"4988"
"12621";"2009-02-15 00:00:00";"21";"4374";"5305"
"12622";"2009-02-15 00:00:00";"22";"4350";"5287"
"12623";"2009-02-15 00:00:00";"23";"4333";"5306"
"12624";"2009-02-15 00:00:00";"24";"4323";"5288"
"12625";"2009-02-15 00:00:00";"25";"4251";"4990"
"12626";"2009-02-15 00:00:00";"26";"4035";"2590"
"12627";"2009-02-15 00:00:00";"27";"4028";"2548"
"12628";"2009-02-15 00:00:00";"28";"3934";"4575"
"12629";"2009-02-15 00:00:00";"29";"3923";"4574"
"12630";"2009-02-15 00:00:00";"30";"3895";"4994"
"12631";"2009-02-15 00:00:00";"31";"3797";"5289"
"12632";"2009-02-15 00:00:00";"32";"3741";"2410"
"12633";"2009-02-15 00:00:00";"33";"3736";"4587"
"12634";"2009-02-15 00:00:00";"34";"3679";"5290"
"12635";"2009-02-15 00:00:00";"35";"3649";"4332"
"12636";"2009-02-15 00:00:00";"36";"3647";"2669"
"12637";"2009-02-15 00:00:00";"37";"3579";"5194"
"12638";"2009-02-15 00:00:00";"38";"3571";"5292"
"12639";"2009-02-15 00:00:00";"39";"3539";"5307"
"12640";"2009-02-15 00:00:00";"40";"3492";"5058"
"12641";"2009-02-15 00:00:00";"41";"3485";"5208"
"12642";"2009-02-15 00:00:00";"42";"3465";"2915"
"12643";"2009-02-15 00:00:00";"43";"3403";"5253"
"12644";"2009-02-15 00:00:00";"44";"3397";"4592"
"12645";"2009-02-15 00:00:00";"45";"3321";"5308"
"12646";"2009-02-15 00:00:00";"46";"3298";"5309"
"12647";"2009-02-15 00:00:00";"47";"3287";"4581"
"12648";"2009-02-15 00:00:00";"48";"3223";"3875"
"12649";"2009-02-15 00:00:00";"49";"3222";"5310"
"12650";"2009-02-15 00:00:00";"50";"3208";"5268"
"12651";"2009-02-15 00:00:00";"51";"3169";"2417"
"12652";"2009-02-15 00:00:00";"52";"3166";"4875"
"12653";"2009-02-15 00:00:00";"53";"3147";"2683"
"12654";"2009-02-15 00:00:00";"54";"3135";"5311"
"12655";"2009-02-15 00:00:00";"55";"3098";"5312"
"12656";"2009-02-15 00:00:00";"56";"3075";"5313"
"12657";"2009-02-15 00:00:00";"57";"3022";"4577"
"12658";"2009-02-15 00:00:00";"58";"2999";"5259"
"12659";"2009-02-15 00:00:00";"59";"2994";"5258"
"12660";"2009-02-15 00:00:00";"60";"2986";"2588"
"12661";"2009-02-15 00:00:00";"61";"2985";"2939"
"12662";"2009-02-15 00:00:00";"62";"2983";"4650"
"12663";"2009-02-15 00:00:00";"63";"2980";"2644"
"12664";"2009-02-15 00:00:00";"64";"2976";"5314"
"12665";"2009-02-15 00:00:00";"65";"2971";"5315"
"12666";"2009-02-15 00:00:00";"66";"2957";"5209"
"12667";"2009-02-15 00:00:00";"67";"2926";"5316"
"12668";"2009-02-15 00:00:00";"68";"2891";"5273"
"12669";"2009-02-15 00:00:00";"69";"2886";"4442"
"12670";"2009-02-15 00:00:00";"70";"2873";"5317"
"12671";"2009-02-15 00:00:00";"71";"2864";"4637"
"12672";"2009-02-15 00:00:00";"72";"2854";"5318"
"12673";"2009-02-15 00:00:00";"73";"2848";"5059"
"12674";"2009-02-15 00:00:00";"74";"2844";"2213"
"12675";"2009-02-15 00:00:00";"75";"2833";"4616"
"12676";"2009-02-15 00:00:00";"76";"2824";"5319"
"12677";"2009-02-15 00:00:00";"77";"2811";"2495"
"12678";"2009-02-15 00:00:00";"78";"2793";"4589"
"12679";"2009-02-15 00:00:00";"79";"2761";"5320"
"12680";"2009-02-15 00:00:00";"80";"2760";"2674"
"12681";"2009-02-15 00:00:00";"81";"2759";"2463"
"12682";"2009-02-15 00:00:00";"82";"2755";"5321"
"12683";"2009-02-15 00:00:00";"83";"2728";"5263"
"12684";"2009-02-15 00:00:00";"84";"2720";"5265"
"12685";"2009-02-15 00:00:00";"85";"2719";"5262"
"12686";"2009-02-15 00:00:00";"86";"2715";"2462"
"12687";"2009-02-15 00:00:00";"87";"2708";"5322"
"12688";"2009-02-15 00:00:00";"88";"2702";"3093"
"12689";"2009-02-15 00:00:00";"89";"2700";"4622"
"12690";"2009-02-15 00:00:00";"90";"2697";"4626"
"12691";"2009-02-15 00:00:00";"91";"2658";"4602"
"12692";"2009-02-15 00:00:00";"92";"2645";"4642"
"12693";"2009-02-15 00:00:00";"93";"2621";"5323"
"12694";"2009-02-15 00:00:00";"94";"2617";"4612"
"12695";"2009-02-15 00:00:00";"95";"2611";"2643"
"12696";"2009-02-15 00:00:00";"96";"2606";"5324"
"12697";"2009-02-15 00:00:00";"97";"2603";"4735"
"12698";"2009-02-15 00:00:00";"98";"2599";"5325"
"12699";"2009-02-15 00:00:00";"99";"2595";"5326"
"12700";"2009-02-15 00:00:00";"100";"2591";"5327"
"12701";"2009-02-22 00:00:00";"1";"6278";"2618"
"12702";"2009-02-22 00:00:00";"2";"6238";"5283"
"12703";"2009-02-22 00:00:00";"3";"6144";"5114"
"12704";"2009-02-22 00:00:00";"4";"6124";"5125"
"12705";"2009-02-22 00:00:00";"5";"5180";"2752"
"12706";"2009-02-22 00:00:00";"6";"4983";"2594"
"12707";"2009-02-22 00:00:00";"7";"4772";"5285"
"12708";"2009-02-22 00:00:00";"8";"4527";"5177"
"12709";"2009-02-22 00:00:00";"9";"4356";"5212"
"12710";"2009-02-22 00:00:00";"10";"4298";"5284"
"12711";"2009-02-22 00:00:00";"11";"4294";"5286"
"12712";"2009-02-22 00:00:00";"12";"4277";"5306"
"12713";"2009-02-22 00:00:00";"13";"4222";"2646"
"12714";"2009-02-22 00:00:00";"14";"4127";"2548"
"12715";"2009-02-22 00:00:00";"15";"4054";"5288"
"12716";"2009-02-22 00:00:00";"16";"4024";"5287"
"12717";"2009-02-22 00:00:00";"17";"3972";"4986"
"12718";"2009-02-22 00:00:00";"18";"3966";"4991"
"12719";"2009-02-22 00:00:00";"19";"3929";"4574"
"12720";"2009-02-22 00:00:00";"20";"3903";"4987"
"12721";"2009-02-22 00:00:00";"21";"3903";"2590"
"12722";"2009-02-22 00:00:00";"22";"3896";"4989"
"12723";"2009-02-22 00:00:00";"23";"3798";"4575"
"12724";"2009-02-22 00:00:00";"24";"3764";"4992"
"12725";"2009-02-22 00:00:00";"25";"3755";"3034"
"12726";"2009-02-22 00:00:00";"26";"3716";"5305"
"12727";"2009-02-22 00:00:00";"27";"3624";"5058"
"12728";"2009-02-22 00:00:00";"28";"3620";"4332"
"12729";"2009-02-22 00:00:00";"29";"3571";"4587"
"12730";"2009-02-22 00:00:00";"30";"3561";"5289"
"12731";"2009-02-22 00:00:00";"31";"3552";"2417"
"12732";"2009-02-22 00:00:00";"32";"3550";"2410"
"12733";"2009-02-22 00:00:00";"33";"3532";"2669"
"12734";"2009-02-22 00:00:00";"34";"3498";"4993"
"12735";"2009-02-22 00:00:00";"35";"3474";"5194"
"12736";"2009-02-22 00:00:00";"36";"3444";"5290"
"12737";"2009-02-22 00:00:00";"37";"3404";"5208"
"12738";"2009-02-22 00:00:00";"38";"3373";"5253"
"12739";"2009-02-22 00:00:00";"39";"3333";"5292"
"12740";"2009-02-22 00:00:00";"40";"3290";"4988"
"12741";"2009-02-22 00:00:00";"41";"3249";"4875"
"12742";"2009-02-22 00:00:00";"42";"3240";"4592"
"12743";"2009-02-22 00:00:00";"43";"3224";"5307"
"12744";"2009-02-22 00:00:00";"44";"3184";"4990"
"12745";"2009-02-22 00:00:00";"45";"3158";"3875"
"12746";"2009-02-22 00:00:00";"46";"3115";"4581"
"12747";"2009-02-22 00:00:00";"47";"3070";"5268"
"12748";"2009-02-22 00:00:00";"48";"3044";"4994"
"12749";"2009-02-22 00:00:00";"49";"3021";"2915"
"12750";"2009-02-22 00:00:00";"50";"3020";"5259"
"12751";"2009-02-22 00:00:00";"51";"2979";"2588"
"12752";"2009-02-22 00:00:00";"52";"2965";"4616"
"12753";"2009-02-22 00:00:00";"53";"2965";"5059"
"12754";"2009-02-22 00:00:00";"54";"2930";"5209"
"12755";"2009-02-22 00:00:00";"55";"2925";"2683"
"12756";"2009-02-22 00:00:00";"56";"2924";"5258"
"12757";"2009-02-22 00:00:00";"57";"2904";"4577"
"12758";"2009-02-22 00:00:00";"58";"2886";"2495"
"12759";"2009-02-22 00:00:00";"59";"2883";"2644"
"12760";"2009-02-22 00:00:00";"60";"2872";"5313"
"12761";"2009-02-22 00:00:00";"61";"2857";"4442"
"12762";"2009-02-22 00:00:00";"62";"2849";"2213"
"12763";"2009-02-22 00:00:00";"63";"2841";"5315"
"12764";"2009-02-22 00:00:00";"64";"2826";"2939"
"12765";"2009-02-22 00:00:00";"65";"2751";"5273"
"12766";"2009-02-22 00:00:00";"66";"2748";"4637"
"12767";"2009-02-22 00:00:00";"67";"2748";"5309"
"12768";"2009-02-22 00:00:00";"68";"2732";"4589"
"12769";"2009-02-22 00:00:00";"69";"2730";"2463"
"12770";"2009-02-22 00:00:00";"70";"2730";"5263"
"12771";"2009-02-22 00:00:00";"71";"2716";"3093"
"12772";"2009-02-22 00:00:00";"72";"2687";"5262"
"12773";"2009-02-22 00:00:00";"73";"2668";"5308"
"12774";"2009-02-22 00:00:00";"74";"2652";"5317"
"12775";"2009-02-22 00:00:00";"75";"2637";"5265"
"12776";"2009-02-22 00:00:00";"76";"2636";"4735"
"12777";"2009-02-22 00:00:00";"77";"2627";"2462"
"12778";"2009-02-22 00:00:00";"78";"2612";"4650"
"12779";"2009-02-22 00:00:00";"79";"2607";"3968"
"12780";"2009-02-22 00:00:00";"80";"2604";"4642"
"12781";"2009-02-22 00:00:00";"81";"2604";"4602"
"12782";"2009-02-22 00:00:00";"82";"2592";"4576"
"12783";"2009-02-22 00:00:00";"83";"2586";"5260"
"12784";"2009-02-22 00:00:00";"84";"2582";"4626"
"12785";"2009-02-22 00:00:00";"85";"2576";"5310"
"12786";"2009-02-22 00:00:00";"86";"2568";"3418"
"12787";"2009-02-22 00:00:00";"87";"2545";"5326"
"12788";"2009-02-22 00:00:00";"88";"2534";"4632"
"12789";"2009-02-22 00:00:00";"89";"2525";"4649"
"12790";"2009-02-22 00:00:00";"90";"2517";"5269"
"12791";"2009-02-22 00:00:00";"91";"2517";"4622"
"12792";"2009-02-22 00:00:00";"92";"2511";"5272"
"12793";"2009-02-22 00:00:00";"93";"2510";"5264"
"12794";"2009-02-22 00:00:00";"94";"2508";"5261"
"12795";"2009-02-22 00:00:00";"95";"2506";"5267"
"12796";"2009-02-22 00:00:00";"96";"2500";"3107"
"12797";"2009-02-22 00:00:00";"97";"2497";"5322"
"12798";"2009-02-22 00:00:00";"98";"2497";"4583"
"12799";"2009-02-22 00:00:00";"99";"2497";"4980"
"12800";"2009-02-22 00:00:00";"100";"2494";"5271"
"12801";"2009-03-01 00:00:00";"1";"6131";"2618"
"12802";"2009-03-01 00:00:00";"2";"5963";"5283"
"12803";"2009-03-01 00:00:00";"3";"5887";"5114"
"12804";"2009-03-01 00:00:00";"4";"5792";"5125"
"12805";"2009-03-01 00:00:00";"5";"5400";"2752"
"12806";"2009-03-01 00:00:00";"6";"4921";"2594"
"12807";"2009-03-01 00:00:00";"7";"4578";"5285"
"12808";"2009-03-01 00:00:00";"8";"4380";"5212"
"12809";"2009-03-01 00:00:00";"9";"4259";"5177"
"12810";"2009-03-01 00:00:00";"10";"4166";"2646"
"12811";"2009-03-01 00:00:00";"11";"4142";"5284"
"12812";"2009-03-01 00:00:00";"12";"4057";"5286"
"12813";"2009-03-01 00:00:00";"13";"3981";"5306"
"12814";"2009-03-01 00:00:00";"14";"3950";"4574"
"12815";"2009-03-01 00:00:00";"15";"3943";"2548"
"12816";"2009-03-01 00:00:00";"16";"3820";"4991"
"12817";"2009-03-01 00:00:00";"17";"3812";"5287"
"12818";"2009-03-01 00:00:00";"18";"3791";"5288"
"12819";"2009-03-01 00:00:00";"19";"3774";"4986"
"12820";"2009-03-01 00:00:00";"20";"3729";"4989"
"12821";"2009-03-01 00:00:00";"21";"3697";"2417"
"12822";"2009-03-01 00:00:00";"22";"3694";"4987"
"12823";"2009-03-01 00:00:00";"23";"3664";"4332"
"12824";"2009-03-01 00:00:00";"24";"3646";"4575"
"12825";"2009-03-01 00:00:00";"25";"3571";"3034"
"12826";"2009-03-01 00:00:00";"26";"3552";"4992"
"12827";"2009-03-01 00:00:00";"27";"3462";"4587"
"12828";"2009-03-01 00:00:00";"28";"3411";"5058"
"12829";"2009-03-01 00:00:00";"29";"3400";"2669"
"12830";"2009-03-01 00:00:00";"30";"3372";"5194"
"12831";"2009-03-01 00:00:00";"31";"3370";"5289"
"12832";"2009-03-01 00:00:00";"32";"3351";"4993"
"12833";"2009-03-01 00:00:00";"33";"3291";"5253"
"12834";"2009-03-01 00:00:00";"34";"3281";"5290"
"12835";"2009-03-01 00:00:00";"35";"3267";"2410"
"12836";"2009-03-01 00:00:00";"36";"3266";"4581"
"12837";"2009-03-01 00:00:00";"37";"3217";"4875"
"12838";"2009-03-01 00:00:00";"38";"3212";"5208"
"12839";"2009-03-01 00:00:00";"39";"3197";"5305"
"12840";"2009-03-01 00:00:00";"40";"3163";"3875"
"12841";"2009-03-01 00:00:00";"41";"3159";"5292"
"12842";"2009-03-01 00:00:00";"42";"3155";"2590"
"12843";"2009-03-01 00:00:00";"43";"3113";"4442"
"12844";"2009-03-01 00:00:00";"44";"3084";"4988"
"12845";"2009-03-01 00:00:00";"45";"3076";"5328"
"12846";"2009-03-01 00:00:00";"46";"3039";"4592"
"12847";"2009-03-01 00:00:00";"47";"3023";"5329"
"12848";"2009-03-01 00:00:00";"48";"3014";"4990"
"12849";"2009-03-01 00:00:00";"49";"2969";"2915"
"12850";"2009-03-01 00:00:00";"50";"2953";"5268"
"12851";"2009-03-01 00:00:00";"51";"2943";"4616"
"12852";"2009-03-01 00:00:00";"52";"2927";"4577"
"12853";"2009-03-01 00:00:00";"53";"2921";"5259"
"12854";"2009-03-01 00:00:00";"54";"2896";"4994"
"12855";"2009-03-01 00:00:00";"55";"2849";"2213"
"12856";"2009-03-01 00:00:00";"56";"2829";"2588"
"12857";"2009-03-01 00:00:00";"57";"2828";"5209"
"12858";"2009-03-01 00:00:00";"58";"2819";"4589"
"12859";"2009-03-01 00:00:00";"59";"2818";"2495"
"12860";"2009-03-01 00:00:00";"60";"2804";"2683"
"12861";"2009-03-01 00:00:00";"61";"2802";"5307"
"12862";"2009-03-01 00:00:00";"62";"2793";"5059"
"12863";"2009-03-01 00:00:00";"63";"2735";"2644"
"12864";"2009-03-01 00:00:00";"64";"2727";"5258"
"12865";"2009-03-01 00:00:00";"65";"2722";"2939"
"12866";"2009-03-01 00:00:00";"66";"2685";"4735"
"12867";"2009-03-01 00:00:00";"67";"2681";"4637"
"12868";"2009-03-01 00:00:00";"68";"2659";"4626"
"12869";"2009-03-01 00:00:00";"69";"2651";"3093"
"12870";"2009-03-01 00:00:00";"70";"2644";"2463"
"12871";"2009-03-01 00:00:00";"71";"2643";"5263"
"12872";"2009-03-01 00:00:00";"72";"2629";"5262"
