"artist_id";"album_id"
"2190";"1279"
"2190";"1305"
"2190";"1569"
"2191";"1295"
"2191";"1296"
"2191";"1297"
"2191";"1392"
"2192";"1284"
"2192";"1287"
"2192";"1298"
"2192";"1299"
"2192";"1300"
"2192";"1320"
"2192";"1394"
"2193";"1285"
"2193";"1326"
"2193";"1455"
"2193";"1636"
"2194";"1288"
"2194";"1312"
"2194";"1774"
"2195";"1290"
"2196";"1291"
"2197";"1292"
"2197";"1373"
"2197";"1453"
"2197";"1508"
"2197";"1805"
"2199";"1301"
"2199";"1814"
"2200";"1302"
"2200";"1362"
"2200";"1363"
"2200";"1468"
"2200";"1776"
"2202";"1306"
"2203";"1633"
"2204";"1304"
"2206";"1308"
"2206";"1376"
"2206";"1495"
"2207";"1309"
"2208";"1310"
"2210";"1319"
"2210";"1449"
"2210";"1450"
"2210";"1651"
"2211";"1315"
"2211";"1413"
"2211";"1766"
"2212";"1321"
"2213";"1323"
"2213";"1324"
"2213";"1366"
"2213";"1408"
"2213";"1544"
"2213";"1570"
"2214";"1325"
"2215";"1332"
"2215";"1478"
"2218";"1334"
"2218";"1402"
"2219";"1699"
"2219";"1700"
"2221";"1339"
"2221";"1422"
"2222";"1340"
"2222";"1466"
"2222";"1467"
"2222";"1800"
"2222";"1802"
"2223";"1341"
"2223";"1424"
"2223";"1652"
"2224";"1504"
"2225";"1343"
"2225";"1389"
"2225";"1430"
"2225";"1579"
"2226";"1344"
"2227";"1345"
"2227";"1349"
"2228";"1346"
"2230";"1347"
"2236";"1348"
"2236";"1575"
"2238";"1692"
"2239";"1350"
"2239";"1400"
"2239";"1632"
"2240";"1353"
"2240";"1479"
"2240";"1697"
"2241";"1355"
"2243";"1356"
"2243";"1388"
"2243";"1457"
"2244";"1357"
"2244";"1446"
"2245";"1360"
"2245";"1742"
"2247";"1361"
"2247";"1367"
"2247";"1473"
"2248";"1811"
"2248";"1812"
"2249";"1364"
"2249";"1498"
"2250";"1368"
"2250";"1527"
"2251";"1372"
"2251";"1675"
"2252";"1374"
"2252";"1496"
"2252";"1753"
"2252";"1754"
"2253";"1377"
"2253";"1566"
"2254";"1379"
"2254";"1587"
"2255";"1380"
"2256";"1381"
"2256";"1558"
"2256";"1559"
"2257";"1385"
"2258";"1386"
"2259";"1393"
"2259";"1567"
"2260";"1397"
"2261";"1398"
"2261";"1490"
"2263";"1401"
"2264";"1405"
"2265";"1407"
"2265";"1732"
"2266";"1409"
"2267";"1410"
"2267";"1528"
"2268";"1411"
"2268";"1568"
"2271";"1412"
"2272";"1414"
"2272";"1711"
"2273";"1415"
"2274";"1419"
"2274";"1511"
"2274";"1647"
"2274";"1650"
"2275";"1420"
"2275";"1547"
"2275";"1665"
"2277";"1421"
"2277";"1605"
"2278";"1423"
"2279";"1589"
"2280";"1772"
"2281";"1425"
"2281";"1573"
"2282";"1426"
"2283";"1427"
"2284";"1428"
"2284";"1521"
"2284";"1687"
"2286";"1431"
"2286";"1626"
"2287";"1432"
"2287";"1595"
"2288";"1433"
"2288";"1532"
"2288";"1690"
"2290";"1550"
"2292";"1440"
"2292";"1442"
"2292";"1641"
"2293";"1444"
"2294";"1447"
"2295";"1454"
"2295";"1694"
"2297";"1456"
"2298";"1459"
"2298";"1500"
"2298";"1610"
"2298";"1820"
"2299";"1462"
"2299";"1736"
"2300";"1464"
"2301";"1471"
"2302";"1472"
"2302";"1564"
"2302";"1750"
"2303";"1475"
"2304";"1476"
"2304";"1688"
"2305";"1477"
"2305";"1520"
"2305";"1666"
"2306";"1480"
"2306";"1658"
"2307";"1481"
"2307";"1565"
"2308";"1482"
"2308";"1738"
"2311";"1483"
"2311";"1681"
"2313";"1488"
"2313";"1717"
"2314";"1489"
"2315";"1491"
"2316";"1492"
"2317";"1493"
"2317";"1601"
"2318";"1494"
"2319";"1499"
"2320";"1501"
"2321";"1502"
"2321";"1782"
"2322";"1503"
"2322";"1719"
"2323";"1506"
"2323";"1507"
"2324";"1509"
"2325";"1512"
"2327";"1515"
"2328";"1597"
"2328";"1702"
"2329";"1516"
"2330";"1518"
"2330";"1623"
"2332";"1522"
"2332";"1523"
"2332";"1726"
"2334";"1525"
"2335";"1526"
"2336";"1531"
"2339";"1534"
"2340";"1535"
"2341";"1536"
"2341";"1643"
"2341";"1730"
"2341";"1748"
"2343";"1537"
"2343";"1581"
"2343";"1747"
"2344";"1538"
"2345";"1545"
"2347";"1546"
"2348";"1806"
"2348";"1807"
"2348";"1808"
"2351";"1548"
"2352";"1549"
"2353";"1551"
"2354";"1552"
"2355";"1553"
"2356";"1555"
"2357";"1556"
"2359";"1561"
"2359";"1728"
"2360";"1560"
"2360";"1817"
"2361";"1562"
"2362";"1563"
"2363";"1571"
"2364";"1572"
"2365";"1574"
"2366";"1576"
"2367";"1578"
"2368";"1577"
"2369";"1580"
"2370";"1583"
"2370";"1790"
"2371";"1582"
"2372";"1584"
"2373";"1585"
"2374";"1591"
"2375";"1593"
"2378";"1598"
"2378";"1599"
"2378";"1818"
"2379";"1600"
"2380";"1602"
"2380";"1797"
"2381";"1603"
"2382";"1604"
"2383";"1606"
"2383";"1608"
"2384";"1607"
"2385";"1609"
"2386";"1611"
"2387";"1613"
"2389";"1615"
"2390";"1616"
"2391";"1617"
"2391";"1620"
"2391";"1622"
"2392";"1618"
"2393";"1619"
"2394";"1621"
"2395";"1624"
"2396";"1627"
"2397";"1628"
"2398";"1629"
"2399";"1630"
"2400";"1634"
"2401";"1635"
"2402";"1683"
"2403";"1638"
"2404";"1640"
"2406";"1642"
"2407";"1648"
"2408";"1653"
"2409";"1654"
"2410";"1659"
"2410";"1660"
"2411";"1662"
"2412";"1663"
"2412";"1798"
"2412";"1799"
