"album_id";"track_id";"position"
"267";"975";"2"
"266";"976";"5"
"266";"977";"9"
"266";"980";"1"
"196";"981";"2"
"268";"983";"2"
"294";"984";"7"
"269";"988";"2"
"270";"989";"1"
"309";"992";"9"
"271";"994";"1"
"272";"997";"16"
"1843";"999";"26"
"273";"1000";"1"
"274";"1001";"3"
"259";"1002";"1"
"275";"1003";"1"
"207";"1004";"18"
"276";"1010";"1"
"277";"1012";"3"
"242";"1014";"10"
"278";"1019";"1"
"262";"1020";"2"
"279";"1021";"3"
"293";"1022";"21"
"280";"1024";"2"
"281";"1025";"1"
"272";"1026";"5"
"282";"1027";"12"
"283";"1028";"6"
"284";"1030";"2"
"285";"1031";"1"
"143";"1033";"4"
"286";"1035";"13"
"207";"1037";"4"
"287";"1038";"3"
"288";"1040";"8"
"289";"1042";"1"
"218";"1046";"4"
"290";"1048";"7"
"223";"1051";"7"
"224";"1052";"5"
"258";"1054";"3"
"291";"1055";"2"
"271";"1056";"4"
"292";"1057";"3"
"293";"1058";"25"
"294";"1059";"2"
"295";"1064";"1"
"215";"1065";"9"
"296";"1067";"6"
"297";"1068";"2"
"298";"1070";"8"
"299";"1081";"1"
"211";"1085";"14"
"182";"1086";"1"
"300";"1087";"6"
"277";"1093";"1"
"293";"1095";"62"
"203";"1096";"3"
"301";"1097";"5"
"302";"1098";"3"
"303";"1101";"6"
"301";"1102";"2"
"304";"1104";"4"
"305";"1105";"14"
"245";"1106";"4"
"291";"1108";"8"
"306";"1109";"3"
"307";"1110";"2"
"227";"1111";"22"
"261";"1112";"2"
"308";"1114";"6"
"167";"1115";"10"
"309";"1117";"5"
"223";"1119";"4"
"310";"1120";"1"
"249";"1122";"1"
"311";"1125";"3"
"288";"1129";"3"
"312";"1130";"1"
"313";"1131";"8"
"314";"1133";"50"
"168";"1139";"2"
"315";"1141";"1"
"316";"1143";"2"
"317";"1144";"14"
"318";"1150";"1"
"204";"1152";"8"
"319";"1153";"1"
"320";"1156";"4"
"321";"1159";"1"
"322";"1160";"1"
"323";"1163";"5"
"324";"1165";"5"
"325";"1167";"1"
"326";"1168";"2"
"327";"1169";"2"
"328";"1170";"1"
"298";"1171";"17"
"293";"1172";"53"
"329";"1174";"2"
"301";"1176";"11"
"301";"1177";"1"
"330";"1181";"1"
"331";"1183";"18"
"242";"1191";"4"
"222";"1193";"8"
"292";"1194";"1"
"332";"1195";"9"
"269";"1197";"6"
"333";"1199";"2"
"334";"1201";"3"
"335";"1202";"4"
"336";"1203";"1"
"337";"1204";"6"
"296";"1206";"10"
"338";"1207";"4"
"339";"1208";"4"
"258";"1210";"5"
"224";"1211";"7"
"340";"1214";"3"
"341";"1216";"3"
"342";"1219";"1"
"343";"1220";"1"
"344";"1221";"1"
"345";"1222";"1"
"346";"1224";"1"
"341";"1225";"1"
"347";"1226";"11"
"288";"1228";"2"
"341";"1229";"5"
"348";"1230";"4"
"349";"1231";"1"
"443";"1232";"3"
"350";"1235";"1"
"351";"1236";"1"
"287";"1239";"4"
"207";"1240";"9"
"302";"1242";"11"
"352";"1252";"1"
"215";"1254";"2"
"353";"1255";"1"
"354";"1256";"1"
"355";"1257";"1"
"300";"1260";"1"
"356";"1261";"6"
"191";"1262";"1"
"335";"1266";"2"
"357";"1271";"4"
"358";"1275";"1"
"359";"1276";"1"
"360";"1277";"1"
"361";"1278";"1"
"362";"1279";"16"
"363";"1280";"1"
"364";"1281";"2"
"365";"1282";"4"
"366";"1284";"3"
"367";"1285";"4"
"368";"1286";"3"
"369";"1292";"1"
"309";"1295";"3"
"370";"1297";"2"
"288";"1299";"1"
"1486";"1300";"2"
"371";"1301";"3"
"372";"1303";"1"
"373";"1307";"5"
"374";"1308";"12"
"375";"1309";"2"
"376";"1310";"1"
"399";"1313";"13"
"377";"1315";"1"
"378";"1319";"1"
"379";"1324";"1"
"159";"1325";"16"
"380";"1328";"1"
"381";"1329";"1"
"382";"1331";"1"
"383";"1332";"1"
"384";"1333";"1"
"385";"1338";"6"
"386";"1339";"6"
"287";"1340";"2"
"387";"1342";"16"
"388";"1343";"3"
"389";"1346";"12"
"295";"1348";"2"
"211";"1349";"8"
"390";"1353";"1"
"391";"1354";"12"
"392";"1355";"1"
"385";"1359";"2"
"366";"1363";"6"
"393";"1364";"1"
"394";"1366";"6"
"395";"1368";"1"
"1487";"1369";"7"
"326";"1371";"4"
"1486";"1372";"12"
"396";"1374";"2"
"397";"1375";"1"
"398";"1376";"1"
"399";"1388";"14"
"400";"1389";"7"
"296";"1390";"1"
"264";"1393";"11"
"401";"1395";"7"
"307";"1396";"1"
"402";"1398";"5"
"403";"1399";"1"
"404";"1402";"7"
"204";"1404";"4"
"300";"1405";"2"
"405";"1406";"1"
"406";"1410";"1"
"407";"1412";"1"
"408";"1413";"9"
"311";"1418";"7"
"458";"1419";"7"
"409";"1420";"1"
"410";"1421";"11"
"411";"1424";"1"
"412";"1425";"1"
"264";"1427";"7"
"413";"1428";"1"
"414";"1429";"2"
"264";"1430";"6"
"415";"1433";"10"
"242";"1436";"1"
"416";"1437";"3"
"338";"1440";"2"
"417";"1441";"1"
"1486";"1443";"3"
"258";"1444";"1"
"339";"1445";"2"
"1486";"1448";"5"
"1486";"1449";"13"
"418";"1451";"1"
"419";"1452";"8"
"348";"1453";"5"
"366";"1454";"5"
"420";"1458";"5"
"333";"1459";"3"
"309";"1465";"1"
"367";"1474";"5"
"421";"1476";"6"
"401";"1478";"2"
"404";"1480";"1"
"215";"1484";"6"
"356";"1487";"3"
"422";"1488";"2"
"423";"1489";"2"
"224";"1493";"3"
"336";"1495";"3"
"424";"1498";"7"
"425";"1502";"1"
"426";"1507";"4"
"427";"1509";"4"
"428";"1510";"4"
"373";"1511";"4"
"429";"1512";"1"
"430";"1515";"4"
"408";"1517";"4"
"222";"1518";"4"
"431";"1519";"12"
"326";"1520";"5"
"432";"1521";"2"
"433";"1522";"1"
"434";"1523";"7"
"435";"1524";"1"
"311";"1536";"8"
"399";"1541";"2"
"436";"1544";"12"
"437";"1550";"3"
"348";"1551";"2"
"438";"1553";"1"
"439";"1558";"3"
"440";"1560";"1"
"441";"1561";"11"
"394";"1563";"7"
"442";"1564";"2"
"399";"1565";"4"
"336";"1567";"2"
"443";"1570";"8"
"348";"1571";"1"
"444";"1572";"5"
"302";"1573";"8"
"445";"1576";"1"
"446";"1577";"4"
"447";"1578";"1"
"448";"1579";"131"
"448";"1580";"130"
"448";"1581";"127"
"367";"1583";"2"
"448";"1584";"125"
"448";"1586";"129"
"410";"1588";"2"
"448";"1593";"123"
"448";"1595";"119"
"449";"1598";"2"
"448";"1599";"122"
"450";"1600";"11"
"451";"1601";"18"
"452";"1603";"2"
"448";"1604";"115"
"448";"1605";"116"
"448";"1607";"114"
"448";"1609";"118"
"453";"1610";"1"
"454";"1611";"2"
"301";"1613";"3"
"448";"1617";"111"
"387";"1619";"6"
"448";"1620";"109"
"455";"1621";"1"
"448";"1622";"112"
"448";"1623";"108"
"448";"1624";"100"
"448";"1631";"102"
"448";"1632";"104"
"456";"1633";"15"
"457";"1634";"1"
"448";"1637";"103"
"458";"1641";"2"
"459";"1642";"2"
"448";"1646";"96"
"460";"1656";"3"
"461";"1657";"8"
"414";"1659";"7"
"462";"1660";"1"
"418";"1666";"11"
"448";"1668";"95"
"357";"1669";"1"
"408";"1670";"3"
"463";"1672";"4"
"448";"1673";"94"
"464";"1675";"11"
"448";"1679";"93"
"448";"1680";"88"
"448";"1682";"87"
"448";"1683";"91"
"465";"1684";"15"
"448";"1686";"92"
"332";"1687";"11"
"466";"1688";"24"
"467";"1689";"2"
"468";"1690";"1"
"222";"1692";"12"
"427";"1693";"2"
"431";"1694";"8"
"448";"1696";"83"
"408";"1697";"7"
"448";"1699";"84"
"469";"1701";"5"
"470";"1706";"1"
"471";"1710";"1"
"472";"1712";"6"
"448";"1718";"79"
"448";"1719";"81"
"473";"1720";"10"
"474";"1723";"4"
"475";"1724";"7"
"448";"1725";"73"
"448";"1726";"77"
"448";"1727";"75"
"448";"1728";"74"
"448";"1732";"71"
"476";"1733";"1"
"448";"1734";"67"
"448";"1735";"66"
"448";"1736";"72"
"448";"1737";"70"
"448";"1738";"68"
"448";"1739";"69"
"448";"1740";"64"
"274";"1742";"12"
"326";"1743";"1"
"448";"1744";"65"
"477";"1749";"4"
"386";"1752";"3"
"478";"1754";"2"
"479";"1755";"2"
"442";"1757";"1"
"1465";"1758";"1"
"452";"1766";"7"
"480";"1769";"2"
"481";"1770";"3"
"348";"1771";"6"
"482";"1775";"1"
"483";"1776";"3"
"484";"1777";"12"
"485";"1783";"9"
"486";"1785";"1"
"300";"1787";"4"
"436";"1789";"2"
"487";"1790";"8"
"488";"1794";"1"
"489";"1797";"2"
"449";"1798";"7"
"441";"1799";"1"
"490";"1802";"3"
"491";"1804";"1"
"492";"1808";"1"
"493";"1811";"9"
"494";"1812";"7"
"448";"1815";"54"
"495";"1816";"2"
"448";"1817";"63"
"496";"1819";"1"
"448";"1822";"50"
"448";"1823";"47"
"448";"1824";"48"
"448";"1825";"49"
"448";"1826";"41"
"448";"1830";"43"
"497";"1831";"3"
"448";"1835";"33"
"472";"1836";"2"
"427";"1837";"6"
"332";"1838";"1"
"498";"1839";"5"
"499";"1843";"4"
"448";"1846";"34"
"448";"1847";"35"
"448";"1848";"32"
"500";"1851";"5"
"427";"1852";"1"
"427";"1856";"3"
"501";"1857";"2"
"502";"1862";"11"
"503";"1863";"10"
"504";"1865";"9"
"505";"1867";"2"
"500";"1873";"12"
"448";"1876";"31"
"432";"1878";"8"
"506";"1879";"7"
"418";"1882";"6"
"505";"1885";"1"
"507";"1886";"7"
"463";"1890";"2"
"465";"1891";"14"
"448";"1893";"23"
"448";"1894";"20"
"448";"1895";"24"
"448";"1896";"19"
"508";"1899";"12"
"448";"1900";"22"
"414";"1901";"3"
"448";"1903";"21"
"431";"1906";"14"
"448";"1907";"15"
"448";"1908";"18"
"418";"1909";"2"
"448";"1911";"12"
"509";"1912";"6"
"448";"1914";"16"
"448";"1915";"14"
"448";"1916";"17"
"448";"1917";"13"
"753";"1918";"12"
"510";"1920";"7"
"448";"1922";"10"
"448";"1923";"11"
"288";"1926";"13"
"448";"1927";"6"
"448";"1928";"9"
"448";"1929";"8"
"448";"1930";"7"
"511";"1932";"7"
"446";"1933";"2"
"448";"1935";"1"
"448";"1937";"2"
"448";"1938";"3"
"448";"1939";"4"
"512";"1940";"13"
"513";"1941";"5"
"448";"1942";"5"
"551";"1943";"5"
"489";"1945";"1"
"514";"1947";"2"
"515";"1950";"1"
"516";"1952";"5"
"442";"1954";"3"
"481";"1956";"5"
"387";"1957";"3"
"563";"1959";"10"
"517";"1962";"4"
"513";"1964";"4"
"518";"1966";"4"
"519";"1967";"2"
"520";"1971";"1"
"521";"1977";"5"
"522";"1980";"7"
"523";"1983";"24"
"474";"1984";"2"
"524";"1985";"11"
"469";"1993";"1"
"525";"1994";"7"
"436";"1995";"10"
"526";"1999";"4"
"527";"2005";"1"
"528";"2006";"1"
"529";"2007";"1"
"512";"2009";"4"
"530";"2010";"3"
"531";"2011";"3"
"532";"2012";"18"
"467";"2014";"9"
"222";"2016";"13"
"502";"2018";"4"
"533";"2020";"1"
"534";"2022";"2"
"535";"2028";"3"
"506";"2032";"1"
"530";"2033";"8"
"506";"2037";"12"
"536";"2038";"15"
"519";"2040";"1"
"537";"2045";"5"
"538";"2047";"5"
"539";"2048";"2"
"540";"2049";"1"
"540";"2050";"6"
"541";"2052";"1"
"542";"2053";"1"
"540";"2055";"5"
"543";"2058";"18"
"544";"2060";"2"
"504";"2061";"4"
"536";"2063";"16"
"545";"2067";"1"
"546";"2068";"62"
"546";"2072";"56"
"547";"2074";"6"
"546";"2075";"58"
"548";"2079";"12"
"386";"2081";"2"
"463";"2085";"3"
"549";"2087";"2"
"550";"2088";"20"
"551";"2089";"9"
"552";"2093";"11"
"543";"2095";"16"
"553";"2097";"1"
"554";"2105";"1"
"555";"2107";"3"
"556";"2108";"6"
"546";"2114";"47"
"557";"2119";"23"
"558";"2120";"7"
"559";"2121";"2"
"546";"2125";"40"
"546";"2128";"42"
"481";"2129";"8"
"560";"2130";"3"
"561";"2131";"6"
"562";"2132";"1"
"449";"2140";"6"
"563";"2141";"4"
"564";"2146";"1"
"753";"2147";"1"
"565";"2148";"4"
"566";"2151";"6"
"586";"2154";"1"
"567";"2158";"3"
"546";"2162";"34"
"568";"2165";"5"
"569";"2167";"9"
"538";"2168";"1"
"570";"2170";"1"
"521";"2177";"4"
"522";"2179";"4"
"571";"2180";"3"
"572";"2181";"11"
"432";"2182";"1"
"573";"2185";"3"
"474";"2186";"10"
"579";"2187";"9"
"526";"2190";"10"
"574";"2194";"1"
"539";"2195";"1"
"575";"2196";"2"
"576";"2198";"6"
"577";"2199";"6"
"578";"2200";"2"
"474";"2202";"6"
"579";"2205";"11"
"580";"2207";"1"
"207";"2212";"8"
"581";"2213";"4"
"582";"2216";"3"
"436";"2218";"1"
"583";"2219";"1"
"641";"2221";"5"
"584";"2222";"4"
"560";"2223";"2"
"585";"2226";"1"
"586";"2230";"8"
"524";"2231";"7"
"587";"2233";"4"
"588";"2243";"2"
"589";"2246";"1"
"525";"2247";"4"
"590";"2248";"12"
"182";"2249";"15"
"590";"2251";"17"
"591";"2252";"5"
"592";"2254";"6"
"593";"2257";"10"
"594";"2259";"1"
"595";"2261";"2"
"596";"2262";"3"
"597";"2265";"6"
"463";"2266";"11"
"469";"2267";"3"
"598";"2268";"2"
"599";"2269";"6"
"591";"2270";"1"
"600";"2271";"3"
"463";"2272";"6"
"601";"2276";"22"
"602";"2281";"8"
"603";"2282";"1"
"604";"2283";"22"
"591";"2284";"7"
"556";"2285";"3"
"517";"2286";"2"
"522";"2290";"16"
"604";"2291";"20"
"448";"2299";"56"
"485";"2301";"1"
"551";"2303";"1"
"605";"2307";"1"
"606";"2308";"7"
"753";"2309";"16"
"607";"2310";"14"
"608";"2311";"1"
"557";"2314";"2"
"609";"2315";"2"
"610";"2316";"7"
"502";"2317";"1"
"611";"2318";"2"
"612";"2323";"10"
"522";"2324";"3"
"613";"2325";"1"
"614";"2328";"8"
"591";"2334";"3"
"563";"2336";"7"
"591";"2338";"4"
"615";"2339";"1"
"616";"2341";"3"
"591";"2343";"2"
"617";"2345";"1"
"618";"2348";"1"
"619";"2351";"16"
"620";"2355";"5"
"621";"2356";"3"
"630";"2363";"5"
"657";"2364";"4"
"622";"2365";"1"
"623";"2366";"2"
"614";"2368";"3"
"526";"2371";"9"
"502";"2372";"17"
"624";"2373";"5"
"609";"2378";"17"
"625";"2379";"3"
"543";"2381";"7"
"555";"2383";"2"
"626";"2386";"4"
"543";"2387";"6"
"901";"2388";"13"
"581";"2389";"8"
"627";"2390";"4"
"628";"2392";"2"
"629";"2394";"4"
"568";"2395";"3"
"630";"2396";"2"
"631";"2397";"2"
"632";"2398";"3"
"521";"2401";"1"
"633";"2402";"2"
"509";"2403";"1"
"485";"2405";"5"
"634";"2407";"1"
"620";"2409";"3"
"656";"2410";"2"
"547";"2416";"8"
"582";"2417";"4"
"635";"2419";"1"
"636";"2421";"4"
"637";"2423";"3"
"582";"2424";"2"
"679";"2425";"6"
"543";"2426";"3"
"569";"2427";"5"
"638";"2430";"5"
"639";"2433";"4"
"586";"2434";"5"
"576";"2435";"3"
"534";"2439";"4"
"635";"2440";"2"
"561";"2442";"4"
"640";"2443";"3"
"641";"2444";"1"
"642";"2449";"4"
"606";"2450";"2"
"643";"2452";"3"
"644";"2453";"1"
"645";"2454";"7"
"646";"2456";"1"
"576";"2458";"2"
"643";"2459";"7"
"524";"2461";"10"
"587";"2466";"2"
"207";"2467";"21"
"647";"2468";"1"
"648";"2469";"4"
"649";"2470";"1"
"650";"2471";"3"
"463";"2472";"12"
"651";"2473";"36"
"652";"2477";"4"
"653";"2478";"7"
"654";"2482";"2"
"655";"2483";"2"
"551";"2485";"2"
"563";"2486";"1"
"619";"2488";"3"
"646";"2489";"6"
"604";"2492";"14"
"656";"2499";"11"
"639";"2500";"2"
"657";"2501";"2"
"509";"2506";"2"
"652";"2508";"9"
"766";"2510";"13"
"658";"2511";"4"
"659";"2512";"2"
"660";"2513";"10"
"661";"2515";"13"
"501";"2516";"3"
"662";"2517";"6"
"207";"2518";"2"
"663";"2523";"3"
"664";"2526";"3"
"659";"2528";"3"
"665";"2529";"1"
"593";"2532";"3"
"547";"2537";"2"
"666";"2540";"5"
"668";"2541";"1"
"667";"2542";"13"
"766";"2544";"1"
"668";"2546";"5"
"526";"2547";"6"
"669";"2548";"3"
"636";"2549";"11"
"670";"2552";"2"
"671";"2554";"1"
"672";"2555";"2"
"673";"2558";"12"
"543";"2566";"2"
"674";"2582";"4"
"675";"2584";"15"
"676";"2585";"3"
"677";"2589";"4"
"1358";"2594";"18"
"632";"2595";"7"
"678";"2596";"3"
"679";"2597";"7"
"20";"2598";"8"
"632";"2603";"4"
"680";"2604";"4"
"652";"2606";"11"
"681";"2610";"5"
"655";"2611";"8"
"682";"2612";"1"
"683";"2614";"3"
"684";"2615";"1"
"685";"2616";"5"
"686";"2617";"1"
"687";"2618";"6"
"524";"2623";"3"
"658";"2624";"3"
"547";"2625";"7"
"688";"2626";"5"
"547";"2629";"1"
"563";"2630";"3"
"689";"2632";"5"
"547";"2634";"4"
"690";"2638";"1"
"691";"2639";"2"
"692";"2640";"18"
"745";"2643";"6"
"551";"2645";"6"
"581";"2646";"3"
"693";"2647";"10"
"465";"2648";"11"
"694";"2649";"2"
"695";"2650";"6"
"569";"2651";"4"
"660";"2652";"5"
"696";"2653";"7"
"697";"2655";"14"
"698";"2656";"2"
"587";"2658";"3"
"699";"2661";"12"
"699";"2663";"14"
"694";"2666";"6"
"222";"2667";"10"
"669";"2669";"5"
"700";"2670";"1"
"636";"2671";"3"
"701";"2674";"3"
"702";"2678";"1"
"703";"2681";"25"
"766";"2684";"15"
"695";"2687";"4"
"704";"2690";"10"
"705";"2691";"1"
"706";"2692";"2"
"707";"2694";"2"
"708";"2697";"1"
"639";"2698";"7"
"784";"2700";"5"
"709";"2702";"8"
"692";"2704";"4"
"662";"2706";"5"
"710";"2707";"1"
"775";"2708";"2"
"711";"2709";"8"
"712";"2713";"3"
"689";"2714";"1"
"713";"2715";"1"
"463";"2717";"10"
"714";"2718";"5"
"715";"2723";"2"
"716";"2724";"4"
"717";"2726";"4"
"718";"2729";"2"
"719";"2730";"7"
"232";"2731";"9"
"720";"2732";"6"
"721";"2734";"16"
"693";"2737";"4"
"695";"2739";"24"
"20";"2740";"3"
"722";"2741";"12"
"460";"2743";"14"
"517";"2747";"1"
"723";"2748";"4"
"756";"2749";"18"
"689";"2756";"3"
"724";"2758";"3"
"725";"2760";"3"
"524";"2761";"4"
"726";"2762";"1"
"727";"2764";"19"
"728";"2767";"3"
"729";"2771";"1"
"695";"2777";"1"
"730";"2780";"3"
"731";"2786";"2"
"736";"2787";"5"
"732";"2788";"4"
"524";"2789";"1"
"733";"2791";"5"
"713";"2793";"4"
"734";"2796";"3"
"735";"2797";"1"
"736";"2799";"10"
"737";"2801";"2"
"738";"2802";"1"
"739";"2803";"2"
"680";"2805";"1"
"740";"2808";"14"
"632";"2809";"2"
"741";"2810";"1"
"683";"2811";"1"
"742";"2815";"4"
"743";"2816";"7"
"232";"2818";"8"
"731";"2819";"1"
"636";"2821";"13"
"639";"2823";"1"
"792";"2824";"4"
"744";"2827";"3"
"745";"2829";"3"
"746";"2831";"7"
"650";"2832";"9"
"747";"2834";"1"
