"artist_id";"name";"image_url"
"54";"Blake Shelton Featuring Ashley Monroe";"http://www.billboard.com/artist/289793/blake-shelton"
"55";"DJ Khaled Featuring Chris Brown, August Alsina, Future & Jeremih";"http://www.billboard.com/artist/299939/dj-khaled"
"56";"Nicki Minaj Featuring Beyonce";"http://www.billboard.com/artist/312259/nicki-minaj"
"57";"Kenny Chesney";"http://www.billboard.com/artist/305717/kenny-chesney"
"58";"Prince Royce Featuring Snoop Dogg";"http://www.billboard.com/artist/351353/prince-royce"
"59";"Imagine Dragons";"http://www.billboard.com/artist/303738/imagine-dragons"
"60";"The Weeknd";"http://www.billboard.com/artist/419413/weeknd"
"61";"Thomas Rhett";"http://www.billboard.com/artist/419550/thomas-rhett"
"62";"Lee Brice";"http://www.billboard.com/artist/306817/lee-brice"
"63";"Jason Aldean";"http://www.billboard.com/artist/304236/jason-aldean"
"64";"RaeLynn";"http://www.billboard.com/artist/277332/raelynn"
"65";"WALK THE MOON";"http://www.billboard.com/artist/1490232/walk-the-moon"
"66";"Chris Young";"http://www.billboard.com/artist/299230/chris-young"
"67";"Brett Eldredge";"http://www.billboard.com/artist/297124/brett-eldredge"
"68";"Sam Hunt";"http://www.billboard.com/artist/5841724/sam-hunt"
"69";"Calvin Harris Featuring Ellie Goulding";"http://www.billboard.com/artist/275856/calvin-harris"
"70";"Randy Houser";"http://www.billboard.com/artist/360710/randy-houser"
"71";"J. Cole";"http://www.billboard.com/artist/276541/j-cole"
"72";"Darius Rucker";"http://www.billboard.com/artist/300293/darius-rucker"
"73";"David Guetta Featuring Sam Martin";"http://www.billboard.com/artist/300445/david-guetta"
"74";"Kid Ink Featuring Usher & Tinashe";"http://www.billboard.com/artist/305824/kid-ink"
"75";"Keith Urban";"http://www.billboard.com/artist/305660/keith-urban"
"76";"Rae Sremmurd Featuring Nicki Minaj & Young Thug";"http://www.billboard.com/artist/6140339/rae-sremmurd"
"77";"Parmalee";"http://www.billboard.com/artist/326073/parmalee"
"78";"Sophia Grace";"http://www.billboard.com/artist/6436821/sophia-grace-brownlee"
"79";"Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie";"http://www.billboard.com/artist/281569/beyonce"
"80";"Cole Swindell";"http://www.billboard.com/artist/5680583/cole-swindell"
"81";"I Prevail";"http://www.billboard.com/artist/1531297/prevail"
"82";"August Alsina";"http://www.billboard.com/artist/1562258/august-alsina"
"83";"Chase Bryant";"http://www.billboard.com/artist/6195759/chase-bryant"
"84";"Sheppard";"http://www.billboard.com/artist/1561889/sheppard"
"85";"Jake Owen";"http://www.billboard.com/artist/304059/jake-owen"
"86";"B.o.B Featuring Trey Songz";"http://www.billboard.com/artist/275499/bob"
"87";"Tyler Farr";"http://www.billboard.com/artist/430644/tyler-farr"
"88";"Omarion Featuring Chris Brown & Jhene Aiko";"http://www.billboard.com/artist/312656/omarion"
"89";"Blake Shelton";"http://www.billboard.com/artist/289793/blake-shelton"
"90";"Hoodie Allen Featuring Ed Sheeran";"http://www.billboard.com/artist/303588/hoodie-allen"
"91";"Jason Derulo";"http://www.billboard.com/artist/304245/jason-derulo"
"92";"Nicki Minaj";"http://www.billboard.com/artist/312259/nicki-minaj"
"93";"Rich Gang Featuring Young Thug & Rich Homie Quan";"http://www.billboard.com/artist/1563209/rich-gang"
"94";"Colbie Caillat";"http://www.billboard.com/artist/299505/colbie-caillat"
"95";"Shawn Mendes";"http://www.billboard.com/artist/6143288/shawn-mendes"
"96";"Nico & Vinz";"http://www.billboard.com/artist/5915842/nico-vinz"
"97";"Nicki Minaj Featuring Skylar Grey";"http://www.billboard.com/artist/312259/nicki-minaj"
"98";"Lorde";"http://www.billboard.com/artist/1553855/lorde"
"99";"G-Eazy Featuring Remo";"http://www.billboard.com/artist/1493192/g-eazy"
"100";"Ariana Grande";"http://www.billboard.com/artist/1484343/ariana-grande"
"101";"Pentatonix";"http://www.billboard.com/artist/1490043/pentatonix"
"102";"Jessie J";"http://www.billboard.com/artist/304565/jessie-j"
"103";"Jessie J Featuring 2 Chainz";"http://www.billboard.com/artist/304565/jessie-j"
"104";"Charli XCX";"http://www.billboard.com/artist/1559243/charli-xcx"
"105";"French Montana Featuring Jeremih";"http://www.billboard.com/artist/302488/french-montana"
"106";"Becky G";"http://www.billboard.com/artist/6090336/becky-g"
"107";"Juicy J, Wiz Khalifa & Ty Dolla $ign Featuring Kill The Noise & Madsonik";
"108";"Matt McAndrew";"http://www.billboard.com/artist/6334934/matt-mcandrew"
"109";"Craig Wayne Boyd";"http://www.billboard.com/artist/6322343/craig-wayne-boyd"
"110";"Mariah Carey";"http://www.billboard.com/artist/309388/mariah-carey"
"111";"Chris Jamison";"http://www.billboard.com/artist/6415175/chris-jamison"
"112";"T.I. Featuring Young Thug";"http://www.billboard.com/artist/277486/ti"
"113";"Nicki Minaj Featruing Skylar Grey";"http://www.billboard.com/artist/312259/nicki-minaj"
"114";"Chris Jamison & Adam Levine";"http://www.billboard.com/artist/6333075/chris-jamison"
"115";"Damien";"http://www.billboard.com/artist/6321666/damien"
"116";"Matt McAndrew & Adam Levine";"http://www.billboard.com/artist/6334934/matt-mcandrew"
"117";"Maddie & Tae";"http://www.billboard.com/artist/6157984/maddie-tae"
"118";"Nicki Minaj Featuring Ariana Grande";"http://www.billboard.com/artist/312259/nicki-minaj"
"119";"Pitbull Featuring John Ryan";"http://www.billboard.com/artist/1490081/pitbull"
"120";"Echosmith";"http://www.billboard.com/artist/4282648/echosmith"
"121";"Chris Brown Featuring Usher & Rick Ross";"http://www.billboard.com/artist/1486846/chris-brown"
"122";"The White Buffalo & The Forest Rangers";
"123";"Drake";"http://www.billboard.com/artist/301284/drake"
"124";"Big & Rich";"http://www.billboard.com/artist/281600/big-rich"
"125";"Little Big Town";"http://www.billboard.com/artist/307580/little-big-town"
"126";"Scotty McCreery";"http://www.billboard.com/artist/278438/scotty-mccreery"
"127";"Kendrick Lamar";"http://www.billboard.com/artist/305702/kendrick-lamar"
"128";"Taylor John Williams";
"129";"Ariana Grande Featuring Zedd";"http://www.billboard.com/artist/1484343/ariana-grande"
"130";"Iggy Azalea Featuring Charli XCX";"http://www.billboard.com/artist/5694588/iggy-azalea"
"131";"Eminem Featuring Sia";"http://www.billboard.com/artist/301722/eminem"
"132";"Jennifer Lopez Featuring Iggy Azalea Or Pitbull";"http://www.billboard.com/artist/304444/jennifer-lopez"
"133";"Katy Perry";"http://www.billboard.com/artist/305595/katy-perry"
"134";"Gwen Stefani";"http://www.billboard.com/artist/303280/gwen-stefani"
"135";"John Legend";"http://www.billboard.com/artist/304963/john-legend"
"136";"Enrique Iglesias Featuring Descemer Bueno & Gente de Zona";"http://www.billboard.com/artist/301773/enrique-iglesias"
"137";"Pharrell Williams";"http://www.billboard.com/artist/332084/pharrell-williams"
"138";"Band Aid 30";"http://www.billboard.com/artist/6327882/band-aid-30"
"139";"Frankie Ballard";"http://www.billboard.com/artist/302394/frankie-ballard"
"140";"Idina Menzel Duet With Michael Buble";"http://www.billboard.com/artist/276493/idina-menzel"
"141";"5 Seconds Of Summer";"http://www.billboard.com/artist/5778308/5-seconds-of-summer"
"142";"Wiz Khalifa Featuring Snoop Dogg & Ty Dolla $ign";"http://www.billboard.com/artist/431494/wiz-khalifa"
"143";"Migos";"http://www.billboard.com/artist/5650707/migos"
"144";"The Script";"http://www.billboard.com/artist/419066/script"
"145";"Snootie Wild Featuring K Camp";"http://www.billboard.com/artist/6266854/snootie-wild"
"146";"Mary Lambert";"http://www.billboard.com/artist/5787281/mary-lambert"
"147";"Michael Jackson";"http://www.billboard.com/artist/310778/michael-jackson"
"148";"Disclosure Featuring Sam Smith";"http://www.billboard.com/artist/301001/disclosure"
"149";"T.I. Featuring Iggy Azalea";"http://www.billboard.com/artist/277486/ti"
"150";"OK Go";"http://www.billboard.com/artist/277044/ok-go"
"151";"Coldplay";"http://www.billboard.com/artist/299516/coldplay"
"152";"Brantley Gilbert Featuring Justin Moore & Thomas Rhett";"http://www.billboard.com/artist/297080/brantley-gilbert"
"153";"Kiesza";"http://www.billboard.com/artist/6061239/kiesza"
"154";"Tyga Featuring Young Thug";"http://www.billboard.com/artist/430631/tyga"
"155";"OG Maco Featuring 2 Chainz";"http://www.billboard.com/artist/6288957/og-maco"
"156";"Tinashe Featuring ScHoolboy Q";"http://www.billboard.com/artist/6084983/tinashe"
"157";"Ariana Grande Featuring Iggy Azalea";"http://www.billboard.com/artist/1484343/ariana-grande"
"158";"Katy Perry Featuring Juicy J";"http://www.billboard.com/artist/305595/katy-perry"
"159";"Chase Rice";"http://www.billboard.com/artist/299025/chase-rice"
"160";"Childish Gambino";"http://www.billboard.com/artist/299122/childish-gambino"
"161";"ScHoolboy Q Featuring BJ The Chicago Kid";"http://www.billboard.com/artist/278330/schoolboy-q"
"162";"Jimmy Fallon Featuring will.i.am";"http://www.billboard.com/artist/304687/jimmy-fallon"
"163";"Glen Campbell";"http://www.billboard.com/artist/302916/glen-campbell"
"164";"Avicii";"http://www.billboard.com/artist/280336/avicii"
"165";"Lil Wayne Featuring Drake";"http://www.billboard.com/artist/307264/lil-wayne"
"166";"TeeFLii Featuring 2 Chainz";"http://www.billboard.com/artist/6103297/teeflii"
"167";"Yo Gotti";"http://www.billboard.com/artist/431628/yo-gotti"
"168";"The Swon Brothers";"http://www.billboard.com/artist/1568925/the-swon-brothers"
"169";"Miranda Lambert Duet With Carrie Underwood";"http://www.billboard.com/artist/311432/miranda-lambert"
"170";"Lady Antebellum";"http://www.billboard.com/artist/306336/lady-antebellum"
"171";"DJ Khaled Featuring Chris Brown, August Alsina, Future, & Jeremih";"http://www.billboard.com/artist/299939/dj-khaled"
"172";"Demi Lovato Featuring Cher Lloyd";"http://www.billboard.com/artist/300744/demi-lovato"
"173";"OG Maco";
"174";"Rich Homie Quan Featuring Problem";"http://www.billboard.com/artist/5245566/rich-homie-quan"
"175";"Tim McGraw Featuring Faith Hill";"http://www.billboard.com/artist/429939/tim-mcgraw"
"176";"Dierks Bentley";"http://www.billboard.com/artist/300932/dierks-bentley"
"177";"Train";"http://www.billboard.com/artist/430350/train"
"178";"Lil Jon Featuring Tyga";"http://www.billboard.com/artist/307236/lil-jon"
"179";"alt-J";"http://www.billboard.com/artist/278723/alt-j"
"180";"Kid Ink Featuring Chris Brown";"http://www.billboard.com/artist/305824/kid-ink"
"181";"Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga";"http://www.billboard.com/artist/1486846/chris-brown"
"182";"Dustin Lynch";"http://www.billboard.com/artist/301390/dustin-lynch"
"183";"Jason Derulo Featuring Snoop Dogg";"http://www.billboard.com/artist/304245/jason-derulo"
"184";"Eli Young Band";"http://www.billboard.com/artist/301617/eli-young-band"
"185";"Chris Brown";"http://www.billboard.com/artist/1486846/chris-brown"
"186";"Trey Songz";"http://www.billboard.com/artist/430421/trey-songz"
"187";"Calvin Harris";"http://www.billboard.com/artist/275856/calvin-harris"
"188";"Iggy Azalea";"http://www.billboard.com/artist/5694588/iggy-azalea"
"189";"Michael Jackson & Justin Timberlake";"http://www.billboard.com/artist/310778/michael-jackson"
"190";"Jeezy Featuring Jay Z";"http://www.billboard.com/artist/6126800/jeezy"
"191";"Usher";"http://www.billboard.com/artist/430708/usher"
"192";"DJ Snake & Lil Jon";"http://www.billboard.com/artist/1488413/dj-snake"
"193";"Joe Nichols";"http://www.billboard.com/artist/304830/joe-nichols"
"194";"Steve Aoki, Chris Lake & Tujamo Featuring Kid Ink";"http://www.billboard.com/artist/280569/steve-aoki"
"195";"Rita Ora";"http://www.billboard.com/artist/365087/rita-ora"
"196";"Usher Featuring Nicki Minaj";"http://www.billboard.com/artist/430708/usher"
"197";"Wiz Khalifa";"http://www.billboard.com/artist/431494/wiz-khalifa"
"198";"Billy Currington";"http://www.billboard.com/artist/283473/billy-currington"
"199";"Ariana Grande Featuring Big Sean";"http://www.billboard.com/artist/1484343/ariana-grande"
"200";"KONGOS";"http://www.billboard.com/artist/1493233/kongos"
"201";"Ingrid Michaelson";"http://www.billboard.com/artist/303814/ingrid-michaelson"
"202";"KCamp Featuring 2 Chainz";"http://www.billboard.com/artist/6055630/k-camp"
"203";"Tiesto Featuring Matthew Koma";"http://www.billboard.com/artist/300022/dj-ti-sto"
"204";"Shakira";"http://www.billboard.com/artist/278867/shakira"
"205";"MKTO";"http://www.billboard.com/artist/5879308/mkto"
"206";"Bastille";"http://www.billboard.com/artist/1554163/bastille"
"207";"Florida Georgia Line Ft. Jason Derulo & Luke Bryan";"http://www.billboard.com/artist/302251/florida-georgia-line"
"208";"AJR";"http://www.billboard.com/artist/6090335/ajr"
"209";"Blake Shelton Featuring Gwen Sebastian";"http://www.billboard.com/artist/289793/blake-shelton"
"210";"Paramore";"http://www.billboard.com/artist/325117/paramore"
"211";"Rixton";"http://www.billboard.com/artist/5938911/rixton"
"212";"Jack & Jack";
"213";"Eric Paslay";"http://www.billboard.com/artist/5770421/eric-paslay"
"214";"Jason Derulo Featuring 2 Chainz";"http://www.billboard.com/artist/304245/jason-derulo"
"215";"Ty Dolla $ign Featuring Wiz Khalifa & DJ Mustard";"http://www.billboard.com/artist/5779670/ty-dolla-ign"
"216";"Hilary Duff";"http://www.billboard.com/artist/303514/hilary-duff"
"217";"Justin Timberlake";"http://www.billboard.com/artist/1490153/justin-timberlake"
"218";"YG Featuring Drake";"http://www.billboard.com/artist/5862674/yg"
"219";"""Weird Al"" Yankovic";"http://www.billboard.com/artist/431263/weird-al-yankovic"
"220";"Troye Sivan";
"221";"Weird Al Yankovic";"http://www.billboard.com/artist/431263/weird-al-yankovic"
"222";"American Authors";"http://www.billboard.com/artist/5734812/american-authors"
"223";"Young Money Featuring Drake";"http://www.billboard.com/artist/431686/young-money"
"224";"Ca$h Out";"http://www.billboard.com/artist/275741/cah-out"
"225";"Idina Menzel";"http://www.billboard.com/artist/276493/idina-menzel"
"226";"Future Featuring Pharrell, Pusha T & Casino";"http://www.billboard.com/artist/302577/future"
"227";"George Strait";"http://www.billboard.com/artist/302752/george-strait"
"228";"The Band Perry";"http://www.billboard.com/artist/382918/band-perry"
"229";"Pitbull Featuring Ke$ha";"http://www.billboard.com/artist/1490081/pitbull"
"230";"Naughty Boy Featuring Sam Smith";"http://www.billboard.com/artist/312065/naughty-boy"
"231";"Justin Moore";"http://www.billboard.com/artist/1490084/justin-moore"
"232";"Busta Rhymes Featuring Eminem";"http://www.billboard.com/artist/298558/busta-rhymes"
"233";"Craig Campbell";"http://www.billboard.com/artist/299717/craig-campbell"
"234";"Pitbull Featuring Jennifer Lopez & Claudia Leitte";"http://www.billboard.com/artist/1490081/pitbull"
"235";"Jennifer Lopez";"http://www.billboard.com/artist/304444/jennifer-lopez"
"236";"Afrojack Featuring Wrabel";"http://www.billboard.com/artist/278126/afrojack"
"237";"Robin Thicke";"http://www.billboard.com/artist/367025/robin-thicke"
"238";"Jamie N Commons & X Ambassadors";"http://www.billboard.com/artist/1551835/jamie-n-commons"
"239";"Miranda Lambert";"http://www.billboard.com/artist/311432/miranda-lambert"
"240";"Pitbull Featuring G.R.L.";"http://www.billboard.com/artist/1490081/pitbull"
"241";"Jhene Aiko";"http://www.billboard.com/artist/5800522/jhene-aiko"
"242";"Christina Perri";"http://www.billboard.com/artist/299255/christina-perri"
"243";"Lana Del Rey";"http://www.billboard.com/artist/306420/lana-del-rey"
"244";"PSY Featuring Snoop Dogg";"http://www.billboard.com/artist/277142/psy"
"245";"Neon Trees";"http://www.billboard.com/artist/312128/neon-trees"
"246";"Sara Bareilles";"http://www.billboard.com/artist/278163/sara-bareilles"
"247";"Brantley Gilbert";"http://www.billboard.com/artist/297080/brantley-gilbert"
"248";"Tiesto";"http://www.billboard.com/artist/300022/dj-ti-sto"
"249";"Phillip Phillips";"http://www.billboard.com/artist/334688/phillip-phillips"
"250";"Florida Georgia Line Featuring Luke Bryan";"http://www.billboard.com/artist/302251/florida-georgia-line"
"251";"Rascal Flatts";"http://www.billboard.com/artist/362685/rascal-flatts"
"252";"Austin Mahone Featuring Pitbull";"http://www.billboard.com/artist/280264/austin-mahone"
"253";"John Mayer";"http://www.billboard.com/artist/6106668/john-mayer"
"254";"Jay Z Featuring Beyonce";"http://www.billboard.com/artist/304305/jay-z"
"255";"Future Featuring Kanye West";"http://www.billboard.com/artist/302577/future"
"256";"Passenger";"http://www.billboard.com/artist/326708/passenger"
"257";"Christina Grimmie & Adam Levine";"http://www.billboard.com/artist/299252/christina-grimmie"
"258";"Christina Grimmie";"http://www.billboard.com/artist/299252/christina-grimmie"
"259";"Young Thug";"http://www.billboard.com/artist/5883339/young-thug"
"260";"Shakira Featuring Rihanna";"http://www.billboard.com/artist/278867/shakira"
"261";"Eminem Featuring Nate Ruess";"http://www.billboard.com/artist/301722/eminem"
"262";"Eminem Featuring Rihanna";"http://www.billboard.com/artist/301722/eminem"
"263";"Jerrod Niemann";"http://www.billboard.com/artist/304483/jerrod-niemann"
"264";"Fitz And The Tantrums";"http://www.billboard.com/artist/302181/fitz-tantrums"
"265";"The Black Keys";"http://www.billboard.com/artist/385128/black-keys"
"266";"Jake Worthington";
"267";"Craig Morgan";"http://www.billboard.com/artist/299725/craig-morgan"
"268";"Aloe Blacc";"http://www.billboard.com/artist/278702/aloe-blacc"
"269";"Martin Garrix";"http://www.billboard.com/artist/1567243/martin-garrix"
"270";"Demi Lovato";"http://www.billboard.com/artist/300744/demi-lovato"
"271";"Josh Kaufman";"http://www.billboard.com/artist/6077683/josh-kaufman"
"272";"Hunter Hayes";"http://www.billboard.com/artist/303698/hunter-hayes"
"273";"Pharrell";"http://www.billboard.com/artist/332084/pharrell-williams"
"274";"The Chainsmokers";"http://www.billboard.com/artist/5794072/the-chainsmokers"
"275";"ScHoolboy Q";"http://www.billboard.com/artist/278330/schoolboy-q"
"276";"A Great Big World & Christina Aguilera";"http://www.billboard.com/artist/5885925/a-great-big-world"
"277";"Beyonce Featuring Jay Z";"http://www.billboard.com/artist/281569/beyonce"
"278";"Ty Dolla $ign Featuring B.o.B";"http://www.billboard.com/artist/5779670/ty-dolla-ign"
"279";"Dan + Shay";"http://www.billboard.com/artist/5812473/dan-shay"
"280";"Kristen Bell & Idina Menzel";"http://www.billboard.com/artist/5855170/kristen-bell"
"281";"Katy Tiz";"http://www.billboard.com/artist/1567400/katy-tiz"
"282";"Avril Lavigne";"http://www.billboard.com/artist/280342/avril-lavigne"
"283";"B.o.B Featuring Priscilla";"http://www.billboard.com/artist/275499/bob"
"284";"Kristen Bell, Agatha Lee Monn & Katie Lopez";"http://www.billboard.com/artist/5855170/kristen-bell"
"285";"Arctic Monkeys";"http://www.billboard.com/artist/279862/arctic-monkeys"
"286";"Hillsong UNITED";"http://www.billboard.com/artist/303524/hillsong-united"
"287";"SoMo";"http://www.billboard.com/artist/5801925/somo"
"288";"will.i.am Featuring Miley Cyrus, French Montana, Wiz Khalifa & DJ Mustard";"http://www.billboard.com/artist/431547/william"
"289";"Sara Evans";"http://www.billboard.com/artist/278164/sara-evans"
"290";"YG Featuring Jeezy & Rich Homie Quan";"http://www.billboard.com/artist/5862674/yg"
"291";"Miley Cyrus";"http://www.billboard.com/artist/311278/miley-cyrus"
"292";"Cash Cash Featuring Bebe Rexha";"http://www.billboard.com/artist/298779/cash-cash"
"293";"Romeo Santos Featuring Drake";"http://www.billboard.com/artist/367968/romeo-santos"
"294";"T-Pain Featuring B.o.B";"http://www.billboard.com/artist/277474/t-pain"
"295";"Kristen Bell & Santino Fontana";"http://www.billboard.com/artist/5855170/kristen-bell"
"296";"Bruno Mars";"http://www.billboard.com/artist/298455/bruno-mars"
"297";"Thompson Square";"http://www.billboard.com/artist/419553/thompson-square"
"298";"Lady Gaga";"http://www.billboard.com/artist/306341/lady-gaga"
"299";"Chris Brown Featuring Lil Wayne & French Montana Or Too $hort";"http://www.billboard.com/artist/1486846/chris-brown"
"300";"Drake Featuring Majid Jordan";"http://www.billboard.com/artist/301284/drake"
"301";"Jennifer Lopez Featuring French Montana";"http://www.billboard.com/artist/304444/jennifer-lopez"
"302";"John Newman";"http://www.billboard.com/artist/5716320/john-newman"
"303";"K. Michelle";"http://www.billboard.com/artist/276636/k-michelle"
"304";"Soko";"http://www.billboard.com/artist/279725/soko"
"305";"Robin Thicke Featuring T.I. + Pharrell";"http://www.billboard.com/artist/367025/robin-thicke"
"306";"AWOLNATION";"http://www.billboard.com/artist/275348/awolnation"
"307";"Rick Ross Featuring Kanye West & Big Sean";"http://www.billboard.com/artist/365033/rick-ross"
"308";"U2";"http://www.billboard.com/artist/277577/u2"
"309";"Rick Ross Featuring JAY Z";"http://www.billboard.com/artist/365033/rick-ross"
"310";"Wisin Featuring Jennifer Lopez & Ricky Martin";"http://www.billboard.com/artist/431484/wisin"
"311";"Rico Love";"http://www.billboard.com/artist/5695034/rico-love"
"312";"Daughtry";"http://www.billboard.com/artist/300354/daughtry"
"313";"The 1975";"http://www.billboard.com/artist/4282164/the-1975"
"314";"Chris Brown Featuring Lil Wayne & French Montana Or & Too $hort";"http://www.billboard.com/artist/1486846/chris-brown"
"315";"Eminem";"http://www.billboard.com/artist/301722/eminem"
"316";"The Fray";"http://www.billboard.com/artist/409015/fray"
"317";"Tegan And Sara Featuring The Lonely Island";"http://www.billboard.com/artist/373137/tegan-and-sara"
"318";"Danielle Bradbery";"http://www.billboard.com/artist/1565784/danielle-bradbery"
"319";"ScHoolboy Q Featuring Kendrick Lamar";"http://www.billboard.com/artist/278330/schoolboy-q"
"320";"Lady Gaga Featuring R. Kelly";"http://www.billboard.com/artist/306341/lady-gaga"
"321";"Capital Cities";"http://www.billboard.com/artist/1486226/capital-cities"
"322";"The Neighbourhood";"http://www.billboard.com/artist/1559249/the-neighbourhood"
"323";"David Nail";"http://www.billboard.com/artist/300484/david-nail"
"324";"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J";"http://www.billboard.com/artist/5747924/mike-will-made-it"
"325";"Calvin Harris Featuring Ayah Marar";"http://www.billboard.com/artist/275856/calvin-harris"
"326";"Zedd Featuring Hayley Williams";"http://www.billboard.com/artist/431777/zedd"
"327";"Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis";"http://www.billboard.com/artist/1538156/macklemore-ryan-lewis"
"328";"Sevyn Streeter Featuring Chris Brown";"http://www.billboard.com/artist/1549734/sevyn-streeter"
"329";"Buck 22 Featuring Billy Ray Cyrus";
"330";"Drake Featuring 2 Chainz & Big Sean";"http://www.billboard.com/artist/301284/drake"
"331";"Justin Bieber Featuring Chance The Rapper";"http://www.billboard.com/artist/305459/justin-bieber"
"332";"Zac Brown Band";"http://www.billboard.com/artist/431745/zac-brown-band"
"333";"J. Cole Featuring Amber Coffman & The Cults";"http://www.billboard.com/artist/276541/j-cole"
"334";"Jon Pardi";"http://www.billboard.com/artist/305142/jon-pardi"
"335";"Kacey Musgraves";"http://www.billboard.com/artist/276666/kacey-musgraves"
"336";"Kendrick Lamar Featuring MC Eiht";"http://www.billboard.com/artist/305702/kendrick-lamar"
"337";"Enrique Iglesias Featuring Marco Antonio Solis";
"338";"Keith Urban And Miranda Lambert";"http://www.billboard.com/artist/305660/keith-urban"
"339";"Chris Brown Featuring Nicki Minaj";"http://www.billboard.com/artist/1486846/chris-brown"
"340";"Cassadee Pope";"http://www.billboard.com/artist/298789/cassadee-pope"
"341";"August Alsina Featuring Trinidad James";"http://www.billboard.com/artist/1562258/august-alsina"
